#node1	node2
P08588	P62993
O00217	Q9P0J0
P51817	P59768
P12882	P61586
O14493	P56750
Q92630	Q9Y620
Q16514	Q86TJ2
P62829	Q13546
P16104	Q15366
Q13042	Q15796
P17612	Q09428
Q14031	Q9NPY3
Q16254	Q99741
P62875	Q8WVC0
P01106	P61244
P55212	Q9Y616
P01225	Q13639
P62316	Q13191
P35869	Q16531
P63096	Q13255
P31942	P52597
P10826	P28702
O60262	P28566
Q99466	Q9Y2E6
P41597	Q9NRJ3
O75899	P62873
P62993	Q96KQ7
O95006	P35626
Q14289	Q9Y6R4
P15036	P51532
P07550	P12931
P20809	Q8N6P7
Q05655	Q5SW24
P68366	Q9NRH3
P01112	P06753
P35813	Q9BS40
P45983	Q07820
P16284	Q06124
Q14789	Q99459
P01857	Q8NEN0
P08253	P14598
P13645	Q6R327
O60663	P51116
Q15029	Q15287
O75528	P45974
Q92569	Q99490
P20138	Q13191
P60763	P98171
P19235	Q8WWM7
O00459	P84095
P48736	P63000
Q5VWQ8	Q9UBN6
O60353	O75197
P03372	P84022
Q01844	Q15637
O15091	Q14197
Q14498	Q86U06
P23760	P56645
Q14197	Q9NP81
O14827	P17612
O96019	Q8NBZ0
O75909	P02511
P0CG48	Q13485
P62913	Q9Y4A5
O43638	Q93062
P27348	Q86W92
P11229	Q9HAV0
Q13625	Q9BYC9
P78527	Q10586
P21673	Q5SXM8
P17612	Q9Y2B9
P63092	Q8TDV5
P43364	Q96EZ8
406952	P40763
P01889	P29144
O14610	P25116
Q16186	Q9UHD9
P51692	Q9NRG1
O95067	P25208
P00747	P55085
Q15365	Q96EK4
P62955	Q9Y5P8
Q8N2W9	Q9Y4K3
P45974	Q9Y3C5
Q92841	Q9NRR4
O60814	Q9C005
O75581	P0CG47
P32121	Q8NGF7
P25054	P33176
O00418	Q15418
P08581	P16144
O96019	Q9NRQ2
O60262	P35462
Q13617	Q9Y5L4
P18847	P53779
P26447	P46379
P35443	Q9UKX5
P18077	P42766
Q07812	Q92843
P10071	Q92630
O75420	P56915
P51825	Q9UHB7
P62266	P62841
P09914	P60228
Q8N6T7	Q99708
P62714	Q9NY47
Q5VVX9	Q969V5
Q92574	Q9Y243
Q9H0E2	Q9Y5V3
Q13573	Q14974
Q14203	Q96G01
Q6UXL0	Q9NPH9
O14625	P32302
Q15788	Q8IWT3
O43929	P33991
P49716	Q9NZW5
P62312	Q9UK45
O60443	P16220
P63211	Q9HBW0
Q92793	Q9UER7
O75306	P28331
Q13485	Q15796
P10082	Q12884
P45983	Q8WXG6
P12956	Q9H910
P28482	Q15796
P19235	Q9P0W0
P32121	Q8NH40
A0JLT2	Q9UKV3
Q15714	Q9NRP0
P31749	Q6P1N0
P63000	Q68EM7
P38936	Q02978
Q09013	Q16082
P04150	Q13263
Q9Y2X8	Q9Y4K3
P05386	P49841
P27986	Q9UBS5
Q99832	Q9Y572
P25054	P46940
P46777	P49207
P29992	P41595
P51690	Q9Y2Z9
Q16594	Q8NEM7
P18146	Q9BZJ6
Q5KU26	Q9NV70
P05386	P32969
Q8TEW0	Q9BYG4
P12980	Q9NQ66
P38405	Q8NGC6
P22087	Q9UIF9
P51610	Q9H7L9
Q07021	Q13077
O60716	P00519
P36873	Q9Y6K9
P33947	Q13530
P08107	P08729
Q9C0K7	Q9Y376
Q13393	Q8WYR1
O43390	P62993
P25786	Q9BQ83
P12980	Q02535
P98077	Q05397
P26992	Q96RY5
O15399	P62140
P10914	Q9BX63
P62993	Q5JSH3
P21815	P56199
P58107	Q9H173
O00716	Q96T88
P61077	Q6ZNA4
P62244	Q9H8Y8
P68400	P78527
P78352	Q9UHC3
Q99700	Q99963
P08648	Q07889
O43516	P68032
P18583	P31946
P10275	Q14686
P21860	Q15303
O75494	P61981
P08729	P63010
P00533	P31371
P78527	Q8WXE1
Q14004	Q9UM73
P02768	Q00005
P52756	Q08211
O15198	Q9H3U1
P30154	Q5FBB7
O60840	Q9Y2T4
Q8NF91	Q9NRI5
O75530	P63244
P42701	Q13191
P46092	P78423
Q15560	Q9H7U1
P07766	P43405
347745	P62070
P08047	Q12882
Q13685	Q9H7E9
P36897	P98170
P01903	P01912
O60895	P63092
P07900	P19525
Q15369	Q8N668
O75925	P52630
P32780	Q13216
Q9BXW9	Q9NVI1
O43665	Q9NPH0
P24468	P37231
P23276	Q01844
Q13573	Q92888
Q7Z7C8	Q9H204
P39023	P62993
Q13114	Q86UT6
P07766	Q6PIZ9
P52657	Q00613
Q8IY92	Q9BTT6
O43390	P38159
P07910	P62993
Q13535	Q9BXW9
P11940	P30480
P15509	Q9UBD9
P98177	Q9UGJ0
O14827	Q8TD86
P20073	P46379
P55854	Q8N2W9
P14550	Q9Y4K3
P04626	P15309
A6NCV1	P38405
P14866	Q13151
Q01081	Q86X95
P51116	Q9NS73
P01106	Q12962
O43295	P84095
P19838	P61626
O14544	Q14626
P06132	Q9UGU5
P07099	P49715
O60674	P43681
P11021	Q13573
P23396	P46782
Q5T160	Q9Y5J5
P18146	Q8WY64
Q16637	Q8IZ69
P46459	Q16827
Q9UHD2	Q9Y230
Q13315	Q15257
Q92731	Q9BTT4
P13533	P60709
Q8TDR0	Q9NTJ3
O15335	P26010
Q5VTD9	Q86VX9
P63244	Q13885
P01106	Q9HAV4
406971	P30291
O95487	Q15436
Q13177	Q8IXI1
P54253	Q8NEA9
Q9C0E2	Q9HAW0
P01024	Q16581
Q9UM11	Q9Y6D9
Q13042	Q9UI95
O14818	P00519
P27361	Q13501
P11473	Q9HC29
Q96MF7	Q96MG7
P46781	P62249
Q13017	Q7L0Q8
P0CG48	Q14934
P51668	Q9UNE7
O75694	Q96EE3
O00220	P01730
P15153	P52735
Q53HC9	Q8NC51
O43521	P45983
P55209	Q13077
Q8WUM4	Q9UBN6
P01567	P24394
P05015	P48357
Q13619	Q9H967
Q93009	Q9HBZ2
P17252	P19634
P62837	Q96DX4
O43298	Q7L590
P49682	Q9Y258
O14610	P63092
Q13315	Q9H6Z4
P08582	Q9UMX0
Q13315	Q7Z6I8
P08754	P35346
Q13315	Q7LG56
P10827	Q93074
P02545	Q92993
P05388	Q8N9T8
O60711	Q9NV31
P18564	P35609
P13569	P51572
Q13618	Q14145
P06756	P16144
O43290	P55081
Q7Z6L1	Q9Y2L5
574506	P24385
Q01196	Q9H2X6
P30153	Q02641
P06899	Q16514
P19438	P20333
O00329	P05107
O14641	P46531
P06493	P10275
P62993	Q6NVY1
Q9NUL3	Q9P2H0
Q13751	Q7L1I2
Q14582	Q9NV44
O14717	Q9ULG6
Q92956	Q9H1Q7
P01700	P01876
Q9H9H4	Q9Y5K6
O60684	P13716
O95989	Q9UGJ1
Q16619	Q8IU57
P42356	Q9H7E9
O14497	Q92925
O43463	Q13547
406954	P84022
P08123	P43694
P30047	P30793
P62807	Q9NY93
O00750	P62993
P51784	Q01201
P0CG48	Q92783
Q86UW7	Q969T4
P62877	Q15369
P10828	P27986
P16144	P24043
P35626	Q96R09
P08754	Q86XP0
P16104	Q9NV56
P32121	Q8N0Y3
P01106	Q9NVR5
P54284	P62714
P02775	P51681
P41597	P80098
P08514	P12111
P35236	Q16539
P13569	P34925
O95477	Q9HAP6
P55010	P68400
P58401	Q8N2Q7
P22392	P63104
P21675	Q8WUM0
Q15853	Q9UM73
P08138	P16104
P18206	Q14011
P58511	Q9HC24
O95049	P56856
P29590	P46100
Q92600	Q9NZN8
P46934	P62979
P45985	Q92851
Q13315	Q8NCP5
O15533	P01889
Q9H9G7	Q9Y657
406959	Q12778
O43889	Q13237
P20226	P52657
Q96FJ2	Q96LC9
P04637	P50453
P35626	Q8NGD4
P28221	Q9P2W3
Q13131	Q9NP71
P42345	Q9NQL2
A6NER0	P62258
P38405	Q8NH60
P01236	P23284
P37275	Q14919
P22694	Q09428
P78395	Q13617
P36954	Q13315
P45984	Q15256
Q86YT6	Q96B02
P42345	Q8N122
Q12933	Q16526
P46781	Q92597
Q13224	Q5TCQ9
P18146	P42785
Q15796	Q9H4E5
P42685	P63000
P18146	Q9NYI0
O95405	Q96IP4
Q12988	Q9UJY1
P04632	P18031
Q13797	Q17RW2
P05019	P07333
P01889	P26927
P51948	Q07869
P46108	Q9NRZ5
P23508	Q01813
O00574	Q9NRJ3
P22607	Q92540
O43320	P08581
P51677	Q15835
P48740	Q92890
P49674	Q14469
Q13233	Q14257
Q06413	Q13469
O14576	O43809
P36888	Q06124
P03886	P51970
Q13555	Q9BXT2
P07333	Q99963
O43390	Q13247
P05771	P26012
P04083	Q9Y6K9
P35626	Q96R47
P10619	Q9NSA3
O96013	P53667
P62136	Q93100
Q01094	Q6NT32
P08581	P35568
407043	Q13153
P35080	Q9Y6Y0
O75116	P62745
P01857	P15814
P05019	Q9Y5S1
O00571	P18206
P02768	Q9Y2W1
P09919	Q6UXL0
Q6ZVD8	Q9Y243
O94972	Q96EZ8
P12980	Q7Z5A7
O14964	Q96EV8
P04637	Q9H3D4
P32856	P61764
P17676	Q9NR97
O14512	Q14141
P78369	Q16625
P01137	P37173
P31785	P42336
Q96HA1	Q9Y5P4
P01303	P30872
P55268	P56199
P24941	P98177
Q12972	Q15047
P61586	Q16513
P61247	Q9Y4K3
P08246	P49913
P05412	Q15796
Q01094	Q9NS23
P49703	Q9UPT6
P13232	Q6UXL0
P46108	P53708
Q86Y13	Q96LR5
P63098	Q9UJX4
Q12933	Q9UKE5
Q15700	Q9GZV5
Q16514	Q9H0E3
O43791	P28702
P00519	Q9BX66
Q07817	Q9C000
P05387	P42766
P31943	Q14164
P28222	Q9UBU3
P60568	Q03060
Q70EL1	Q9UQN3
P12109	Q9UBS4
O00141	O14920
Q4VCS5	Q9GZV5
P01106	Q92854
P63165	Q5VWQ0
P63261	Q9Y2J2
Q13303	Q9H1K1
Q00987	Q9H4B7
O15111	Q16543
P06400	Q16665
P24723	Q16625
Q15797	Q99460
P24043	Q14118
P32929	P63104
Q16630	Q9H0M0
P26010	P56945
