#node1	node2
P22301	P26992
P16871	Q9NYY1
O00459	P61224
P43405	Q9UQC2
O95251	Q8WYH8
P23511	Q16181
P17612	P42261
P38484	Q04206
P56545	Q13465
Q16630	Q9NYG5
P55957	Q05516
P08621	P17931
Q14573	Q9P212
O43921	Q9UF33
P02751	Q16610
Q03518	Q14194
P83876	Q15029
P46782	P62263
P62310	Q9Y4Z0
P78527	Q92993
Q01831	Q13569
P22362	P51685
P35626	Q8NGT5
P04626	Q7Z7G1
O00329	P62879
P61586	Q96HP0
P05129	P62258
Q9HAV0	Q9Y272
Q05513	Q07812
P16333	Q9BXM0
O43399	Q14164
Q12778	Q13309
P01116	Q0VAM2
O94763	Q99759
P51991	Q9UHX1
P01236	P16871
P0C1Z6	Q96CJ1
P22301	Q13261
P09958	P27540
P13637	Q9Y3U8
O00635	Q02556
O14641	Q04721
P15260	Q9ULV8
P41222	P52789
O14576	Q9NY65
Q9GZQ8	Q9H7U1
O15111	Q7Z434
Q08211	Q14103
O15198	P51522
P10275	Q99743
O60504	P38159
P35222	Q8TEQ6
P34931	Q04206
P16234	P42336
O43683	Q9UK32
P17693	Q03519
P02766	Q08345
P38405	Q9H205
P62140	Q05586
P31749	Q13418
P63173	Q9Y5J5
O15198	Q01543
P02458	Q96JB6
P06753	Q9UET6
P16144	P63261
O43561	Q06124
P99999	Q8NI27
P50914	P62910
P42229	P46109
O75015	Q8N149
P27986	P29074
P68363	Q96NA2
Q15797	Q96PE3
P12643	Q8TEU8
P18031	P49760
P61289	Q9BUL8
P46060	P60520
P49841	Q04721
P84022	Q92963
O14832	P49190
P01876	P02766
O00115	Q9Y230
P35580	P62993
P15153	Q9BRR9
P16220	Q9Y243
P46060	Q99666
P22612	Q9UN42
9757	Q9C005
Q13554	Q14643
P04629	P22681
Q99759	Q9BQE3
P26599	Q9BUJ2
P08913	P29992
O94805	P01106
O43524	Q13485
P27694	Q9H8T0
O15297	P13051
P01889	P31689
P31751	Q15172
P17252	P63104
P43246	P54132
O43294	Q9H422
P62829	Q9NYJ8
P62745	Q13177
P84022	Q01543
P49757	Q8TBB1
P26447	P35070
P19419	P38398
P84095	Q9P107
P55212	Q7L5N1
O60245	Q13535
P26368	P35637
O15525	Q9NR55
O95405	Q14192
P09919	Q13261
P49116	Q99570
O96020	P38936
P36897	Q9NSN8
P14635	Q01094
Q15796	Q9BVG3
O60266	Q9UQM7
P42771	Q9UJX2
P13378	P20073
P16104	Q9UL16
P06899	P26927
O95067	O95257
Q92574	Q9Y478
P30480	Q16740
Q6WCQ1	Q9Y230
P15923	P41134
O14827	P62158
O15264	Q66LE6
P11387	Q92841
P35626	Q8NGL4
Q16665	Q9Y259
P29084	Q7KZF4
P27448	P31947
P04439	Q14952
P07766	Q8TE68
P35544	P62979
P09769	Q08881
Q13153	Q13485
P33240	Q05048
Q04721	Q9NR61
P35222	Q15796
P13984	P27540
P35372	P62879
P17301	P22105
P27635	P63173
Q14653	Q9Y3B3
Q8WVM7	Q9UQE7
P09619	P14210
Q96IP4	Q96KS0
Q14191	Q92519
Q8N8V2	Q9Y333
P08253	Q99075
P48739	Q14164
Q8IYF3	Q96IQ9
P45983	P98177
P62993	Q9UBS5
P23771	P42226
O75626	Q9NVW2
P07359	P27348
P62834	Q13009
P62258	Q04912
P10599	P40337
O60733	P23219
P01106	Q6PL18
O43318	P51617
P61244	P62136
O15530	Q16512
A8K6C2	Q9HC73
Q12968	Q13557
P08238	P18124
P22460	Q13424
Q0VG06	Q8IYD8
Q92633	Q9UK08
P35226	Q9P2H0
P10809	P25325
O15519	O75618
O95402	P49336
P24394	Q9GZX6
P41743	Q9NYF0
P68036	Q9BYM8
P51692	Q92793
P56182	P68371
O60508	Q13243
Q01167	Q13315
P36873	Q10570
P13725	Q9HBE5
P46734	P62834
P07333	Q9Y264
P27708	Q00005
P27348	Q9H0B6
O95747	Q9Y376
P00519	P78524
P18146	Q9Y468
O14920	P14778
Q96EV8	Q9Y4J8
P42345	Q6PHR2
P50453	Q7L5N1
O43918	P46108
P48436	Q96T58
O15018	P58400
Q13490	Q92844
347745	P36542
P98175	Q13601
Q07820	Q92934
Q15050	Q92624
P10275	P13984
P06241	Q9Y5X2
P00558	Q9NRI5
Q15038	Q5VWP2
P62273	Q14240
Q5T5U3	Q92730
Q15796	Q8N6I1
P04085	P08138
P01374	Q71U36
Q12834	Q9UJX3
P04233	P07711
P19793	Q14686
P30486	P43628
P01566	P19235
P58876	P78545
O76071	Q96M83
P63104	Q9UQL6
P62888	P62891
O15264	P13797
O14827	P01116
Q15819	Q9H5I1
406979	Q15303
Q99873	Q9HC24
Q14197	Q8IY92
O00231	Q5T3J3
Q01344	Q969D9
P17568	Q16795
P01112	Q13129
P25940	P26010
Q8IWX8	Q9NWB6
P14174	P30480
P46531	Q8NES3
P08514	P25940
P27635	P61927
P41208	Q13569
A8MW92	P62805
Q08945	Q16778
P00519	Q9P1A6
P03956	P15407
P04626	Q92729
P42025	Q12873
P18146	Q16772
P09382	P09564
O43353	P27361
P61224	Q9BRK5
O75376	Q06455
P17676	Q9NR97
O75569	Q15047
P01889	Q15436
P42331	P52198
P29992	P39877
P05109	Q5T3J3
P62993	Q9H400
Q5VYK3	Q9Y6K9
Q53QZ3	Q9HBH0
P06746	P12004
P08865	P16871
P02771	P41235
P04156	Q93070
P30153	Q9H7D0
P06454	P37198
O14893	Q15287
A6NMX2	Q04637
P53779	Q99956
P12107	P53708
P30968	P51511
P01579	Q04206
P04406	Q14469
P42681	P48736
P11802	P62136
P19793	Q15642
P60953	Q14155
O60684	Q9Y5K6
P29353	Q9Y4H2
P62993	Q9Y2X7
Q15008	Q9Y478
P60660	Q9BZL4
P42574	P55210
P08476	Q96S42
P08238	Q13573
O14920	P34931
Q92973	Q9UNH7
P21246	Q99728
P0CG48	Q8TAT6
P0DJD1	P63279
P21796	Q07817
O14733	Q9P286
O60477	Q92484
O43556	Q16586
P11142	Q14005
P0CG48	Q06587
O15198	P02751
P18146	Q07092
Q13409	Q9NY65
Q71UM5	Q9Y6K9
P38405	Q9Y585
P04637	P42771
P29459	Q08334
P05013	Q9HC73
P10145	Q14653
P10720	P49238
P22607	Q15147
P62993	Q08209
P22003	Q13253
Q07817	Q9NQC3
P56385	Q9HCK5
P18124	P42766
P29597	Q8NEB9
O75159	Q8IU57
P16871	Q9H4B7
P35544	P62269
O95819	P00367
P22681	Q9Y4K3
Q6PI98	Q8NBZ0
O43474	P08047
P09455	Q96ST3
P83916	Q13111
P25788	Q9H0D6
P40337	P68400
O43187	Q5D1E8
O75379	P61266
O15320	Q9Y4K3
P04626	P78314
P35626	P62873
P27986	Q9Y4H2
P36873	Q07817
P29597	P51692
P19438	Q9UER7
P06241	Q9HCQ7
P00533	Q00722
Q8IVH8	Q99962
Q7L0J3	Q9Y6N6
P08047	Q15759
Q15287	Q9UQ35
O60266	Q9UK08
P22674	Q15811
O95180	Q13224
Q16890	Q9NRH1
A0JLT2	Q9UKV3
P45983	Q16829
P20823	Q96IU2
P23508	Q96QK1
Q7Z434	Q9Y4K3
P10912	Q15262
O75800	Q9C035
P19525	Q6P2E9
P58317	Q8N163
O00574	Q16663
O60684	P13716
O95487	Q9NQW1
Q969J5	Q9NYY1
O15514	P62875
P23458	Q9HCK5
O43586	P05408
Q06330	Q99466
P33993	P46527
P62877	Q4G163
O75334	Q9Y2X7
P67775	Q9NY47
O15264	P01100
Q8IYL3	Q92993
P11940	Q9UFF9
P60763	P98170
O60879	Q8NHR9
Q07955	Q92620
P63104	P68363
Q15102	Q9C0C9
P01563	P52333
P04278	P68104
P62847	P62854
P63010	Q9NYB0
P61981	Q9UQB8
P08069	Q9Y6I3
P28908	P41182
O15230	Q14118
P01106	Q15717
Q16659	Q9BTE0
Q86UW9	Q9Y2X8
P35968	Q9Y6I3
P39656	Q9HC24
406900	P40763
Q01344	Q16619
P33316	Q07869
O00255	Q03164
Q96L33	Q9P286
Q9HAV0	Q9Y572
P01566	Q99665
P78324	Q9NPH3
Q15047	Q96HS1
P04271	P06703
P56282	Q07864
Q08AM6	Q14240
P12814	P16144
P05187	Q92643
O60566	P30260
P01242	P16871
Q02156	Q8TAA9
P06746	P54257
P10600	P22897
P01562	P10912
O14908	P17252
P23396	P62269
P51817	Q02750
Q9H9Y6	Q9Y2S0
P61201	Q9UNS2
P04049	P14784
O15239	Q9NX14
Q9BV47	Q9ULV5
Q7Z6L1	Q9Y2L5
Q96GD4	Q9H8Y5
P04899	Q02818
O96006	P02766
P19419	Q6SJ96
P03372	P10276
P01111	Q13233
P01889	P02771
P36941	Q99558
P04049	P31751
Q13255	Q13555
O00214	P02790
P22301	P25105
O60353	Q93098
Q5VWK5	Q9NPH9
Q13315	Q8IY67
P01889	P62910
O00257	Q99607
P54289	P62140
P01303	Q12884
Q07343	Q16566
Q13616	Q9Y4K3
O43320	P16234
Q8TES7	Q96CN9
Q5UIP0	Q99547
Q14627	Q9UBD9
P46092	Q99731
P61587	Q13153
O14610	P35462
Q9BRX9	Q9UHR5
P32121	Q9Y4A9
P08631	P56945
P84095	Q5JSL3
P01889	Q8WUM4
P56945	Q13797
O95424	Q8NBJ4
P35221	P68133
P19388	Q6PD62
P29353	Q8NEM2
P62258	Q05639
P46695	Q13362
P07196	Q12873
P07992	Q9BQ83
P48552	Q8NHQ1
P47897	Q9Y3C5
P13747	P43632
P31939	P40337
P36406	P55040
P43220	Q5JWF2
Q13228	Q15645
P02675	P27797
P18146	Q9UJW0
Q07864	Q92547
P42229	Q8WXH5
Q16763	Q99459
