#node1	node2
P13569	Q9ULV0
O43639	Q08345
P33992	Q9UBU7
P04049	P45984
O14745	P35228
O15197	P21673
O60238	Q92934
P35869	Q01201
P16220	Q15034
P13725	P31785
406953	P07996
P08069	Q9HCE7
P19838	P29460
Q6P2Q9	Q7KZF4
P06241	Q96B97
P16871	P29597
P11047	P30101
406904	Q9Y3Q4
P21815	P26010
P05023	Q8WYR1
P05771	Q13224
Q09472	Q8WUF5
Q13573	Q9NVD7
O15111	P49642
P48736	Q9HAV0
P01116	Q9Y4G8
P04792	P61088
P07900	Q9UBN7
Q15645	Q99459
Q15645	Q9BYR7
Q14691	Q9BRT9
P21246	Q9UBS4
P22732	P31749
P61247	Q8IW19
P68363	Q00005
A0JLT2	Q71F56
P52292	Q16254
P15976	Q8IX07
P19438	P35579
P20273	P29353
P15408	P35638
P12882	P61586
P35244	Q9NS91
J3KNP4	Q9ULL4
P16150	P61978
O43561	Q92835
P62195	Q14CS0
P55010	P68400
P08754	Q08828
P01106	Q9ULJ1
P05141	P13489
O00767	P04637
O43765	Q9H2B2
P30480	P63167
Q14653	Q9Y3B3
P06127	P43403
406948	O15111
O14867	O15525
P11226	Q9Y6Y9
P33992	P42771
P11234	Q05513
Q8NFM4	Q9UBI6
O75915	Q9H0F7
P55072	Q14191
Q16526	Q99750
P01568	P48357
O14745	Q68EM7
P07948	P55210
O00206	P21145
P25788	Q9Y4K3
O75351	Q9NZZ3
P16220	Q9Y5P8
O95858	P41220
O76071	P10155
P19438	P62993
O15379	Q16778
P04637	Q12834
O00267	P16104
Q676U5	Q9HC29
O15379	Q9P0M6
P04899	P22694
P35626	Q8NGK0
O75626	P62318
P12980	Q6ZN11
P31947	Q14451
Q92793	Q9UQM7
O95881	P16104
O60684	Q9Y5P6
O00487	P17980
P42702	P48736
P13010	Q9NQB0
O00329	P21860
Q05513	Q07812
Q13618	Q9GZQ8
P30876	Q15560
P10828	Q96HR3
P51116	P61106
Q8WWL7	Q9UJX5
Q13309	Q13616
Q01449	Q13464
P62979	Q86WV6
Q5M9N0	Q9NR46
O95453	P49137
P05787	P15924
P42701	Q9P0W0
Q13618	Q53G59
P04406	Q96A08
O60814	Q969S8
O43187	P49768
O95644	Q13557
P01106	Q96BU1
Q14532	Q9NYV4
O96019	Q9HAF1
P43364	Q01844
P13010	Q9NYB0
P14416	Q06190
Q15427	Q9BWJ5
O14733	P19525
O15198	Q6PGP7
P46108	Q9Y5I3
P50993	Q8WYR1
P48357	Q13191
P57739	Q96B33
P12814	Q9UQM7
O14640	Q96EB6
P02765	P02768
Q13315	Q8N2W9
P17096	Q01844
P42858	P61086
P01111	Q13772
P27635	P61254
Q13330	Q86YP4
Q03113	Q3MJ16
P17931	Q8WUM4
P08754	P41597
P00734	P02671
P35354	P45984
P49959	Q15554
P63000	Q13177
P35268	Q9HC24
P53420	Q9UKX5
O95983	Q92769
Q13315	Q5HYJ3
P19105	P61586
P40763	Q14192
P08887	Q9HBE4
P46108	Q92608
Q13007	Q5VWK5
P30153	P36897
P29597	P42338
P62910	Q99558
P53350	P60900
P42766	P49207
P02545	P63104
P26038	P60709
Q9BUZ4	Q9Y4K3
Q13009	Q16620
Q9BSW7	Q9Y3Q8
P28482	Q9Y6W6
Q99996	Q9NRG4
Q06432	Q13362
P08708	P62701
P22612	Q14721
P55795	Q6P2Q9
P06756	P12110
P40337	P46783
P17677	P67870
P27482	Q8IU85
O43236	Q99719
O14818	P25787
P62805	Q4FZB7
P31947	Q2M3G4
P22681	P40238
O75751	P48023
O94832	Q9BRX2
P49023	P63261
P30953	P38405
P04843	Q14695
Q13733	Q9UEF7
Q08170	Q9HCE7
O15198	Q04771
P63261	Q92729
O75084	Q9H1J5
P01584	Q08945
P13688	P31997
P56645	Q5TA89
P62899	P83881
P31947	Q00987
P31025	Q13315
P28288	Q5EB52
P10155	Q13315
P22455	Q9NSA1
P10415	Q15172
P10767	P29317
Q13164	Q16665
O95831	Q15628
P13569	Q12929
P62070	Q8TDF6
O00763	P50747
P06454	P40337
407026	P11047
O60504	P24278
O60359	P51817
Q13315	Q96EP1
P55081	Q92620
P01730	P01912
P30281	P42575
P63165	Q5T0B9
P63279	Q9Y692
P01106	Q9Y6K0
P03372	Q9Y6C7
P28749	Q7L2E3
O75486	Q9UPT9
O75578	P13612
Q9NZ52	Q9Y3C5
P08123	P18827
P13612	Q9HBI0
P41250	P78545
Q9BTA9	Q9NRR5
O75150	Q8N7H5
Q00610	Q9H492
Q13501	Q13573
P05019	P17936
P53778	Q96RT1
Q9BQS6	Q9UKK9
O14939	P01112
P04183	Q9Y600
P24522	Q68CP9
Q15637	Q9BRX9
P14866	Q9HC24
P62993	Q96NZ9
P51677	P80162
O60941	Q8ND30
P60763	Q9P2F6
P15884	Q92985
O75369	P26010
P11274	P36402
O75530	Q14209
P41235	P51843
P21802	P27986
Q13435	Q96GM8
O95997	Q9UJX2
Q96Q83	Q9UBU8
P55196	P61981
O14641	O75474
O60477	P43360
P35749	P61586
Q96GM5	Q9P2D1
P05023	P20333
P30518	Q5JWF2
P61981	Q32P44
Q13797	Q9HBI1
406890	P52926
P43220	P84996
P05556	Q08043
O75618	Q13158
P17302	P27361
Q8TAD8	Q99613
O15335	Q9UKX5
P06858	Q07954
P30480	Q14566
P05067	P29353
P13984	Q00403
P23458	P40238
Q13562	Q16620
O00212	Q9NQU5
P47712	Q05655
Q13467	Q9UBV4
Q99962	Q9ULH1
Q9UKE5	Q9Y230
P27986	Q9BYB0
Q96MF7	Q9NYB0
P01568	Q8N6P7
P20248	Q9UJX2
P46379	Q96IP4
P42575	Q12933
O60674	Q8N6P7
O15173	Q14164
P47898	P84996
P07195	Q9UHD2
P18564	P46109
Q96RU3	Q9UQ16
P32121	Q9H341
P02751	P26012
Q9NZN8	Q9ULM6
P51679	Q16627
O75251	O95182
Q15287	Q9H7Z3
O60508	Q15366
406882	P52926
P31025	Q13535
O14625	P10914
Q15648	Q9NWA0
P49683	Q9C0E4
O00141	P56696
O15111	Q06187
P15374	Q9Y328
P61769	Q30201
Q15363	Q92542
P42702	Q9GZX6
O15264	Q13202
Q14241	Q93034
Q15750	Q9BXL7
Q96CN9	Q9Y2J4
P42226	Q7KZF4
P30304	Q09472
P00533	P07948
P27540	Q07654
O94885	P31947
Q9NY65	Q9Y6K9
P15170	Q99683
O75665	Q96AW1
P61925	P63167
O60353	Q01970
O95400	P67809
P31749	Q16584
P63104	Q9UDY2
Q9BXS4	Q9UGN5
P63098	Q14934
P16333	Q92831
O60315	Q13461
P07949	Q07889
O15198	Q8NEV8
Q9HD26	Q9UHC3
Q9HCS4	Q9Y265
O60503	Q05655
P08238	P11586
P16104	Q16531
P00533	Q99877
P40763	Q9UBE8
P03372	Q16352
P08648	P60709
O43395	Q15834
Q13616	Q8TCJ0
A0JLT2	P24863
P38398	Q86YC2
O95006	P38405
O43707	P05106
Q06330	Q9UM47
Q01094	Q14188
P62070	Q9P212
Q86WN2	Q9HBE5
Q12933	Q5T1R4
Q5JWF2	Q9P2W3
Q13261	Q9ULV8
Q8IY92	Q9UL63
Q15303	Q92529
Q71UI9	Q9Y5B9
Q15653	Q9Y5M8
P36897	Q96F10
Q96AH8	Q9BQE3
Q05084	Q9NRD5
O15372	Q13573
P23497	Q8TAD8
O60934	P04637
O00327	P10276
O15085	P15153
P05109	Q9H0B6
P05362	P19838
O15126	O15127
P43405	P48736
P01303	P35346
O00159	P22087
Q38SD2	Q86UR5
O95715	P49682
P13945	P63092
O94761	Q8IWV8
P49815	Q9Y243
P41235	Q00403
Q14318	Q15382
P32248	P51671
O76003	Q04759
P30154	P51617
Q04917	Q99683
P01106	Q9Y5X1
P45985	P53778
P22455	Q92529
O43306	P63096
O94864	Q9H0E3
P10275	P51948
O14964	Q14315
P26038	Q6V0I7
A8K6C2	Q01344
O43752	Q15836
P16220	Q16543
P05106	P07947
Q8NC51	Q969H0
P22694	Q14643
Q8IY92	Q9BPX6
Q13535	Q99590
P06493	Q04724
Q13546	Q7Z434
O95182	O96000
P08138	P42336
Q86YS3	Q92624
O60244	P28702
Q13620	Q6UXN9
P63261	Q9NRI5
P21802	Q9GZP0
Q8NBZ0	Q9H981
Q13315	Q8WX93
P60709	Q07817
O95402	Q13535
P31314	P40424
O60506	Q14CS0
O60814	Q6FI13
O76081	P19086
O75689	P49841
P63098	Q9BS18
Q7Z3B3	Q8TDR0
P06730	P62753
Q04771	Q96AE7
Q15911	Q9Y6X2
Q8N474	Q9ULV1
O43889	P31749
P08151	P17612
P32246	Q16663
P46092	Q15835
O00151	P35609
P12931	P68133
P22736	Q9HCK4
P22612	Q9NZT1
P04406	Q9H0J4
O00571	Q9UHD2
O14512	Q8IZP0
P38405	Q8NGK6
O95376	P48664
P23508	P37837
P40692	P52701
P11226	P48740
O14939	Q8N122
P03905	P17568
O75365	Q8NBQ5
P17931	P30049
P40763	P45983
P61956	Q9H8M9
Q15052	Q9P286
Q07869	Q96MF2
Q5T4F7	Q9NPG1
O95166	Q8NI08
Q04637	Q14CS0
P14678	Q15029
P46531	P62979
P01106	Q9H9B1
P84022	Q9Y5A9
P45983	P67775
P15924	P78527
P62241	Q9UHD2
O94776	Q8WXI9
P62244	Q9UKV8
Q93009	Q9ULU4
Q9UJS0	Q9UKV8
P04637	Q03468
P62820	Q01968
P09651	P14866
O14561	O43677
P01116	Q02750
P78369	Q07157
P05231	P38484
P18146	Q14761
P43694	P52952
Q71DI3	Q99525
P46108	Q14807
