#node1	node2
O00329	P49418
P35241	Q14164
P42680	Q9Y6Q6
Q12933	Q9UHH9
P00519	Q96GP6
P43243	Q00005
P18848	Q9NR55
O14933	O94941
P68133	Q9H2F5
574033	P38936
P42338	Q05655
Q00653	Q8IZI9
Q13501	Q9H0R8
P23297	P26678
Q16637	Q9Y600
P12931	P23229
P31947	Q9H8W4
P47756	Q9Y572
O60684	P63000
P13637	P54253
O75475	P42574
P27482	Q16816
P49023	P63261
Q02156	Q15349
O75554	P11940
P08107	Q5VVJ2
Q7Z7M8	Q92796
Q13315	Q5HYJ3
O95751	Q96PV7
Q92830	Q9HBM6
O15379	Q15466
P11217	P62158
P42226	Q71DI3
Q13651	Q9HBE4
O15169	P41236
O15372	Q7L2H7
P54257	P62851
O43236	P98170
P13498	P19878
Q00005	Q8WXS5
P10767	P29317
P05129	Q9H6Z9
P07949	Q96J02
Q15365	Q8IWZ8
A8TX70	P16144
P05783	P09913
P27986	P52735
P51817	Q8TEY5
Q15102	Q9H190
Q8IVH8	Q9BX66
P56199	Q07890
P15692	P35916
Q15014	Q9H0E9
P11142	Q9HCK5
O95999	Q04759
O60934	P46100
P18146	Q9NYI0
P20226	Q01094
P00533	Q9Y6I3
P52198	Q92608
P60763	Q9P107
P06239	P40259
P30154	Q13188
P25024	P51671
P47914	P62891
P40225	Q99665
P10644	Q15750
P62993	Q9Y2X7
Q7L5N1	Q9BW61
P01241	P99999
Q14627	Q8IZI9
P22626	P52756
P78508	Q14005
Q96B02	Q9H6Y7
P56199	Q9UKX5
P27986	P41597
P12644	Q9H2X0
P01106	P28074
P62714	Q01668
O95837	Q9NPC1
P48147	Q9Y4K3
O15524	P07333
Q8IY18	Q9NXX6
P49286	P50148
Q07157	Q13796
P04183	Q9HB58
P05014	Q04206
P62244	Q16543
P08069	P62258
P06239	Q9ULV8
O60262	P14416
O60603	P01100
Q96B02	Q9UBC3
P01588	P48357
P02533	Q00005
P17480	Q9Y2S0
P05556	P53708
Q92901	Q9Y3U8
Q401N2	Q9HBE1
P10144	P42574
P62805	Q15906
O75525	O75569
P19022	P48431
Q86YM7	Q9P2A4
P62491	Q9BXF6
Q13155	Q9Y383
P52945	Q03014
P49327	Q13573
P46379	Q96IP4
P43146	Q9HD67
Q92900	Q9UL03
P05771	P30153
O75251	O95139
O96019	P25490
P68431	Q9UGL1
P10147	Q01196
P05106	Q86UX7
P48058	P49841
Q04206	Q8IUH5
P50552	Q15942
P62249	Q9NY93
P18077	P35268
P01229	P28482
O00254	P62993
P15056	P24723
P11142	Q01201
Q9NPJ8	Q9UBU9
P15056	Q02156
P08195	Q9HC98
Q02156	Q13237
P29590	Q16539
O75569	Q7L5N1
O00303	P63104
P31689	Q13077
O14933	Q96EP1
Q5UIP0	Q9Y2M5
P06241	P10636
O75385	Q9UGI9
O95832	P56746
Q15788	Q9NZV5
P52757	P84095
O60884	P00533
P06400	Q8WUA4
Q02539	Q9UQ80
P62910	P62913
P23508	Q9HC36
P49792	Q9BW27
O95409	P02649
Q969H0	Q9Y6Q9
P09496	Q96CW1
P27986	Q14289
P50914	P84098
O15205	P04637
O00750	P62993
P55209	Q92793
O14593	P35613
P85298	Q07890
P08246	P14780
P60660	Q86YV6
P22626	P62258
P31151	Q01469
P41235	P49116
P17980	P50990
P10747	P42338
O00329	Q9UKM9
P17947	P35637
Q99608	Q9UBM7
P45973	Q9C0K0
P61604	Q5T3J3
P48729	P52294
Q86YZ3	Q9UKV8
Q04864	Q8WV28
P78371	Q6WCQ1
O14543	P42229
Q7L590	Q9P209
O95376	P04637
P38936	Q12824
Q14511	Q96J02
P46108	P47928
P16333	Q86UR5
P17181	P29597
P78344	Q14240
B1A4H9	Q99665
Q8ND90	Q9BYG5
P51116	P61371
P46783	Q09013
Q6UN15	Q9C0J8
Q96QV1	Q9Y4K3
P28566	P62873
Q13952	Q16181
P78537	Q9NS73
O76036	P30273
Q6P4R8	Q9H9F9
P52655	P52657
P17858	Q7L5N1
P08172	P09471
P01033	P08254
O15397	Q99684
Q96AH8	Q9Y478
O15304	O15553
P25963	Q99570
Q13535	Q8ND56
Q92618	Q9H171
Q13315	Q96R06
P17844	P98175
O15379	Q05516
O14686	Q6UXN9
Q96RR1	Q9H8T0
P52564	Q12852
P09914	P52630
O75365	Q29RF7
P08754	P25025
O60684	Q9Y6F8
Q07889	Q3MIN7
O14879	O95786
P53396	P62330
P10914	Q8IZI9
O94805	P67870
P07333	P20827
P09884	Q7L590
P01106	P10242
Q01201	Q04206
P62140	Q96A32
P05091	P41235
O15117	Q8IZQ5
Q13315	Q16695
P29597	Q01113
Q8TB72	Q9NQZ3
P02533	P25054
O15524	Q9HC73
Q99784	Q9NRI5
P00519	Q15036
O14681	P51668
P20936	Q8IZ69
P08138	Q9NWZ3
Q5VU43	Q8N2K1
O00144	O00744
P50914	P61927
P08172	P63215
P21918	Q14344
P19838	Q9BVA1
O15344	Q96LR5
P51825	Q03164
P30260	Q8WWL7
P60520	Q9Y3U8
P0CG48	Q96S82
P22626	P38159
P08047	Q9UBT6
P43405	P78324
P49715	Q01196
Q14031	Q9UKX5
P04150	P51532
P51159	Q9P2H0
P50402	Q9BZK7
O00231	P61289
O14827	Q9UK08
Q59EK9	Q96CW1
P36873	P48058
P08910	Q9H8Y8
Q13315	Q9H2F5
P08620	P09619
P32302	P80075
P51617	Q15654
Q9BYB0	Q9Y566
P17980	Q13435
Q13387	Q7L266
O43524	Q9UGI9
P16333	Q9HCM9
P01111	Q8WYR1
P06241	Q00535
Q16576	Q4LE39
O15162	Q9H1Q7
P62829	P62945
P00519	P46108
P12314	P22681
P09471	P49802
P35916	P52803
P38405	Q9GZK3
P17612	Q01814
O14641	Q15287
P08708	P62841
Q13547	Q99878
P49840	Q8N0Z3
P01111	Q9Y397
P53618	P53621
Q01082	Q9UKG9
P04183	Q13885
Q8WY22	Q9Y4K3
P42345	Q13542
P17861	P28066
A2IXV5	P31995
P22392	P61626
P01106	Q9NQH7
P19438	P43686
P35080	P68032
P60953	Q13177
P27986	P42680
P10415	Q07812
P61981	Q96N67
P48436	Q15796
P28749	Q9UQ80
O60603	Q9BXN2
Q13573	Q92922
P17612	P20941
P08236	P21281
Q96KM6	Q9H2K2
P26045	Q96KM6
O94806	Q8TAA9
P05106	P51178
P60953	Q6DT37
P28482	Q86UR1
P51878	Q14116
P21980	Q13885
O95400	Q01130
O43157	P08581
