#node1	node2
P06748	P61073
Q12906	Q9UL18
O60262	P27986
Q13332	Q13432
O00161	O75379
P20671	Q969S8
P11234	P45983
P07737	Q13432
O43586	Q99996
P62993	Q92928
Q01094	Q9UJX2
Q13797	Q9UKX5
O00422	O00571
P62899	P83881
P58876	Q13547
P00533	P01112
P16871	P22681
O75554	Q8IWX8
P98177	Q9Y243
P40337	P49257
P01241	P15924
O43318	Q02246
O95793	P46779
O14610	P42336
P17612	Q02930
Q96PY6	Q9UHY8
O43561	Q13588
P07196	P61981
P01236	P26951
O95163	Q9UHF0
P48444	P53618
P07202	P40189
P26641	Q99832
P33993	Q9Y5S9
P41273	Q13077
O75365	Q9Y3F4
Q99523	Q9UJY5
Q9BQ52	Q9H1I8
Q7Z2V1	Q8N1F8
P42224	Q7Z2W4
O14641	Q96EB6
P51817	Q14957
O60260	P68402
P06241	Q9Y4K3
Q8IV36	Q96D15
P33992	Q12905
O95816	Q9BQA1
554210	Q8WW38
O43741	P48357
O75444	P02489
O14786	Q9NS98
P18754	Q6UXH1
P68104	Q8N138
P10275	Q92793
P59768	P63092
Q96EN9	Q9Y6X2
P33993	P51946
P07949	Q8WU20
P18621	Q07020
Q9HAU4	Q9Y3E1
P03956	P10145
P26641	Q8IZ13
Q5D1E8	Q92844
Q01658	Q96ES7
P09012	P23246
O75167	O95433
P55036	Q16401
Q8TAD8	Q9Y4E5
P04179	P16871
P11182	Q9Y4J8
O15160	Q15572
P06850	P24387
P07948	P08575
P49756	Q15428
P78362	Q13315
O94817	Q9BQ66
P0CW26	Q8ND90
Q96A54	Q9UGI9
O75530	P25490
P16871	P54920
P62979	P62987
P61088	Q9NZS9
O75582	Q13432
O75379	Q12846
P16871	P42224
P41597	Q9Y258
Q96FV9	Q9BQA1
P60174	Q9GZR7
P05129	P19883
O60861	Q14457
O75643	P31946
P15311	P27986
P08107	Q04864
P04183	P51693
P07858	Q6UY14
Q13216	Q7L5N1
O00194	Q96C24
P84996	Q96PN6
P43686	P61289
Q13362	Q13698
A8MT69	O15360
Q04206	Q96C36
P08670	Q8NC51
P08238	Q13541
Q08170	Q9H307
P27361	Q15262
P11940	Q9H074
P78527	Q9BQA5
P27361	P63215
Q15365	Q6P2Q9
O60359	Q14738
O00238	Q9NYN1
Q6ZUM4	Q8IXI1
P05019	Q15349
O75448	P28702
P08247	Q8IUQ4
Q04917	Q9P0L2
P05412	P67775
O95793	Q08211
P24723	Q12802
O96020	P01106
Q01844	Q8N6Q3
O60258	P22455
P08107	P11387
P62304	P62318
P19875	P61073
P54253	Q8IWR1
P05106	P07942
P51617	Q66LE6
P07333	P31371
P49023	P63261
Q9BYG4	Q9NQ66
Q96EB6	Q9Y618
P55854	Q02218
Q01094	Q9BXL8
Q06413	Q13164
P53567	Q16520
P19838	Q15788
P03372	P05412
Q15287	Q9BU76
Q13133	Q15788
Q04206	Q92769
P00540	P62070
Q04864	Q8NFZ5
P56915	Q03014
Q00005	Q02413
574442	P28676
Q14194	Q9BTE0
Q93098	Q9ULV1
P05106	Q16363
P15408	P35638
P07477	P25116
O95402	Q13503
O60383	Q96SN7
O60290	Q96AY4
O14950	P60709
O75084	Q93098
P53778	Q9Y5S8
P22415	P36956
P0CG47	Q15628
Q96BK5	Q9BQ39
O94761	Q9Y248
Q9H4D5	Q9UKK6
P02768	Q68DD2
O95373	P20333
P43405	P48736
Q00005	Q9UF02
P19838	Q9BUF5
P06734	Q15306
O95167	P56556
P62330	Q13347
P16520	Q9H1C0
O43175	Q99459
P21554	P62879
Q96A57	Q9P0T7
P35626	Q9NZP5
P05412	P17947
A0JLT2	P51681
Q06265	Q13838
O14964	P24941
O14561	O95299
442894	P30279
Q12962	Q8NEM7
P16871	P26038
O14939	P01116
O15198	Q9H078
O75534	Q13177
P31749	Q15047
Q9NZ43	Q9P2W9
Q9NQC3	Q9NZD8
P24928	P52435
P23458	Q9Y4H2
O00161	Q9NYB9
Q04206	Q8IUH5
P52306	P63000
P22694	Q16558
P05000	P48357
P01574	P15509
P04637	Q8NFD5
P01570	Q99665
P37173	P67775
P07949	Q99962
P22612	P46020
O95352	Q9H1Y0
Q13387	Q96AC6
P54253	Q9NX95
P61981	Q7L804
P12004	Q99708
P53621	Q9NTJ5
P07900	P15172
P01241	Q15185
P17612	Q16695
P11047	P18084
Q6P4R8	Q9Y230
P06733	P49023
P62979	Q13315
Q13573	Q86VH2
Q14197	Q7Z7F7
P02655	P41235
P55210	Q01094
P01106	Q9H8H2
P06493	Q96JB5
P22455	Q9Y6I3
P01857	Q13219
P12757	Q9UNY4
Q12905	Q15428
P61981	Q08170
O14920	Q92851
P18146	Q9UKV0
Q09472	Q71DI3
P32121	Q8N148
P53355	Q15172
O60879	Q13185
P18848	P35638
O60260	Q00535
P41091	P43146
O95218	Q02040
P61224	Q13432
P27361	P49286
P19438	P78527
P24941	Q9NYG5
Q14164	Q14166
P60981	Q9UKE5
P83916	Q13263
Q9H0T7	Q9HAU4
Q07960	Q12982
O75509	P43243
Q15648	Q9NWA0
P85298	Q8IXI1
P55212	Q13489
O15379	P23527
P27986	P42702
P49662	Q9NZH6
Q15024	Q9NPD3
Q15014	Q15750
P42338	P61224
P07333	Q9GZP0
P01116	P22455
O14920	P63261
Q6PID8	Q8IVD9
Q14204	Q9Y5J5
O15162	Q14774
P38936	P62820
P40225	P42701
P08134	Q14CB8
P60484	Q05397
P40425	P55347
406883	Q9H9Z2
Q01955	Q13683
Q13535	Q99986
P17028	Q5UIP0
O00168	P17612
P31260	Q06124
Q00839	Q13151
P63173	Q5JVS0
O00193	P21246
P35250	P35251
Q96BN2	Q9UPT9
P01344	Q6UXH1
O75800	Q96P09
Q07889	Q13683
P39656	P62330
O15085	Q7L0Q8
O94979	P25054
P62829	P62987
P04183	P60709
Q99570	Q9Y6G3
Q96CX2	Q9H1Y0
P25445	Q9BWQ8
P03372	P28482
P01563	P40238
P15153	Q9P2F6
Q9HBG4	Q9UQF2
P09496	Q9H492
P10747	P42338
P05000	Q9HBE5
Q9UNG2	Q9Y5U5
Q96EP0	Q9H6S1
P07900	P17676
O43639	Q9NQU5
P63208	Q93009
O43251	Q92731
Q00005	Q9NUC0
P09661	P20823
Q99558	Q9UNE0
O14924	Q8WZA2
P25025	Q9UBD3
P37268	Q5VWT5
P13569	Q9NQH7
Q7L0Q8	Q9NZN5
O15264	P13498
P01106	P25788
P08069	Q9H4P4
P28749	P78549
P08637	P28907
P63104	Q9Y490
P01111	P06753
Q14164	Q9BXJ9
P30154	Q9Y243
O43464	Q13075
P10600	P37023
406933	P37275
Q96FX7	Q9UJA5
P41252	Q15653
Q9NQR9	Q9UGI9
P10398	P31327
P01106	Q86VW0
O15519	Q13546
P30307	Q04917
Q14161	Q9Y2X7
O14512	P29597
Q86TJ2	Q9HBM6
Q99570	Q9C0C7
O95644	Q15759
Q16514	Q16594
Q14966	Q96EK5
P01570	P19235
Q14164	Q9Y3E5
P62807	Q9NX58
P07359	P14770
P52797	P54756
O95182	P17568
O00168	P13637
P42331	P61586
P62191	Q99460
Q13153	Q15797
P38405	Q8NHC5
A9UHW6	Q9NUU7
O75365	P78347
Q9H1Y0	Q9P258
O43556	Q96LD1
Q07889	Q8IZP0
Q5VVX9	Q99942
O00459	O60262
Q13111	Q71DI3
O95500	P78369
P60568	Q9HBE5
Q13330	Q14839
Q00839	Q15287
Q9BS40	Q9BZ23
Q13114	Q93009
P13569	P61619
O43524	P22307
P09619	P31371
P63146	Q9Y3C7
P02778	P13611
P62195	Q16401
Q8WXK3	Q9BVJ7
Q92997	Q9H461
Q9NX14	Q9UI09
O00151	P16871
P01106	P20839
P24844	P60709
P06241	Q9UMN6
P24723	Q9BX67
P30511	Q8N109
Q00653	Q9BSJ2
Q6P4R8	Q9H9F9
P14598	Q04206
P38405	Q8NGJ8
P01588	P15260
P08514	P50552
P16520	Q14832
P08069	Q9NRA1
P62195	P62333
28942	Q9HCM9
P68400	P98175
P01571	P42702
P17542	Q99801
P22694	P42263
Q9ULL4	Q9Y2F9
P55210	Q13490
P26358	P29350
P16104	Q8WUI4
P09769	Q14289
Q13387	Q13625
Q5SRE5	Q8NFH3
Q99459	Q9H0A0
P13945	Q5JWF2
Q5QNW6	Q9BTM1
Q15080	Q15759
P01876	Q9P2D8
P20333	Q14974
P33993	Q9NSU2
P15153	Q13177
Q5VWK5	Q8IU54
O00212	Q9NQU5
P16104	P62987
P01574	P24394
O95751	P18848
P09958	P27540
P68366	Q8NCM8
P29590	Q13547
P49910	Q9NWS9
Q13315	Q15172
P30679	P35368
P46108	Q07889
P63165	Q9H0J9
P18146	P36402
Q5QP82	Q8IY92
P43405	Q8WYR1
O43493	O95433
O75461	P20248
Q14677	Q99459
Q38SD2	Q8N9P6
P10912	P62993
