#node1	node2
O00329	P35968
P56545	Q96EP5
P46531	Q04206
P35626	Q8NGT5
P17844	P20936
P28482	P29350
O14818	P60900
P25025	Q9BPW8
P62277	Q53EL6
O60486	O75326
O95084	P42695
O95163	Q9UBS4
Q8N5U6	Q969T4
Q14318	Q15382
Q8TDX7	Q9HC98
P18827	P21926
P61224	Q13009
O60763	P62330
Q13576	Q99759
P17600	Q99963
Q4G163	Q9UQM7
Q96EP5	Q9H361
P18124	P62993
P78330	Q9Y6J8
P10828	P28702
P01589	P22681
P01116	P19174
O14649	P53618
Q13315	Q9UJA5
O43236	P98170
P08865	P63220
O15264	P04075
P32969	P46778
P15153	P31150
P35626	Q8NH73
P20618	Q9UET6
P19235	P40933
P62841	P62851
P68431	Q92769
P01891	Q9Y4L1
P53350	Q9H8V3
P09651	Q07955
P30519	Q5UIP0
P11142	Q15428
O00487	O75832
P05107	P46108
Q13467	Q15147
Q07889	Q13588
P15036	Q9NR96
Q96T88	Q9UJX2
P04626	P62979
P59998	Q07889
P61964	Q9UPS6
P06239	P40259
P25788	Q9Y244
P27361	P50150
P42166	Q9NWA0
P52333	P60568
P01106	Q9BTL4
P01589	P05113
O14920	O60477
Q07817	Q96N67
P55210	Q13158
Q8TD31	Q8TEY7
P78508	Q14005
B1A4H9	Q8IU57
P62280	Q01201
P38398	Q04206
P54257	Q99928
P30480	P31150
P49841	Q9Y243
P38117	Q14164
P63092	Q16602
P52564	Q9Y2U5
P08572	P14780
P06899	Q96KK5
P25963	Q9NZJ5
P21580	P61981
Q15428	Q92733
Q16576	Q7L2E3
P01106	P06493
P10586	Q03135
P09651	P26599
Q96QV1	Q9UK22
P07437	Q9Y6K9
Q5VVX9	Q92794
P15153	Q9Y3M8
P63092	Q8TE23
O60739	P67812
O60503	Q16566
O43586	Q9H204
O96001	Q13976
P20823	P35680
P39656	Q9Y6J8
P41225	Q15583
P04637	P15559
P62136	Q92934
P62993	Q0ZGT2
P26006	Q9Y6N6
O60739	P27797
O14775	O60262
Q9H171	Q9Y572
P04049	P31946
P30050	P50914
O95409	Q86T96
P18146	Q16827
O95467	P47898
P00519	P51587
O15162	Q01844
P26010	P49746
Q14203	Q9UBN7
P11940	Q13315
Q99832	Q9NT62
O60318	Q6P1J9
P15336	P15407
O75326	P00519
Q13485	Q15796
P01570	P15509
P61353	P62829
P18621	P27635
Q14197	Q9H9B4
343477	Q14164
P56524	Q13555
P63000	Q96BY6
P49662	Q92616
P01112	Q13393
Q06330	Q99466
Q9H3U1	Q9HAW0
Q13114	Q86WV6
P49747	Q13683
Q92769	Q9NYJ8
O60884	P13569
P52434	Q9NX70
P25445	Q05513
P62851	P62993
P17947	Q08722
O94916	P24462
P19532	P55209
O75843	Q15276
P08887	P41159
P15104	Q86Z02
P0C0S8	Q8WUI4
P16144	Q9UQC9
P35568	P52333
P31946	Q86W92
P0CG48	Q96B97
P31946	Q12778
O14593	P35613
P02775	P16871
Q13522	Q15435
Q13112	Q9NVP2
P55055	Q9UNN5
P30466	P43630
P12236	Q15046
P01583	Q99608
P10747	P42338
P05387	P30050
P12004	Q96FI4
P17301	Q9Y4G6
O00206	Q15717
P68431	Q8IXJ6
P16220	P30533
P49406	Q969Q1
P49750	Q99873
P78371	Q6WCQ1
O95831	Q9BUV8
P00395	P60953
Q6WCQ1	Q99832
P59768	Q14416
P05388	P37235
O43281	P00519
P00533	P17706
P10600	P22897
P17252	P23458
Q00975	Q9Y605
P35626	Q8NHB1
P01116	P05771
O76071	Q16082
O43156	Q9Y4A5
P55210	Q7L5N1
P49768	Q99569
Q8WWL7	Q9UM11
P09471	P21554
P06239	Q8IZP0
Q13007	Q13651
P15692	Q15796
Q7Z434	Q99558
P29317	P98077
P48426	Q9Y6U3
Q7L7L0	Q99880
P15923	P50553
P06730	P78344
Q99615	Q9NRI5
Q13535	Q8ND56
P51654	P56704
P08172	P63096
Q7L804	Q9H4M9
P35968	P46940
Q9Y4K3	Q9Y678
Q13526	Q99708
P21741	P23458
P31749	Q7Z6J0
P62910	Q02878
O43374	P01116
O75365	Q29RF7
O95067	P25208
P63244	Q92636
Q9C086	Q9Y5K5
P06493	Q14005
P01023	P01127
P67870	Q04724
O15264	P29692
P45983	P62714
P10275	Q9ULJ6
O75962	Q9NV70
P50148	Q9ULV1
P01106	Q8TCU6
Q04721	Q9Y2E6
P36578	P61927
P04141	P24394
P63104	Q8WYL5
O14908	P33993
P78552	Q8IZI9
P60174	Q16659
P46019	Q9H7J1
P36873	Q96BA8
O75376	P06454
P30968	P63096
O95786	Q14258
P80188	Q9BYH8
P30411	P63096
P41732	Q9Y664
Q13480	Q6S5L8
P21781	P98160
P09601	P53004
P46777	P62888
P52732	Q99459
P04083	P12956
Q8N2W9	Q9H213
P01106	Q13177
Q8TF05	Q9NRI5
