#node1	node2
P37173	Q9Y4K3
P14373	P51668
P43364	Q8N131
O14519	P04745
P19338	Q9UQ80
Q13077	Q9Y5U5
P42771	Q96CS2
P16885	P29474
P61981	Q3LI72
P30154	Q13573
P62070	Q96IZ0
P37023	Q03135
Q04724	Q9NPA5
O60684	P00367
P21675	P24385
O43172	Q07955
Q13748	Q9UGJ1
O75381	Q9UKY1
P48061	P61073
P40227	Q9Y2T4
P52198	Q9H0H5
P06241	Q15427
P09012	P31939
Q13243	Q15366
Q15172	Q9BVP2
407035	P63151
Q9NS73	Q9Y2I6
A5D8V6	Q53EZ4
P56537	Q9UHV9
P20936	P52797
P62753	Q15843
P26651	Q15834
P60709	P63244
P22455	Q96J02
P68363	Q9UGJ1
O95819	P19634
P14678	P62308
Q12933	Q5D1E8
P14921	P15036
P49593	P54646
Q07890	Q13797
P27797	P63098
O75508	Q9Y5I7
Q92698	Q96PY6
P56750	Q07157
P27348	Q9GZV5
P40429	Q07020
O00231	Q9UL46
Q99743	Q9BUZ4
Q13315	Q5JSL3
Q8N1I0	Q9HBH0
P52564	Q9NPH3
Q9H1A4	Q9UJX5
Q14197	Q9Y2Q9
Q96ES7	Q9H8E8
P05154	Q7L5N1
P07437	Q15628
P23246	Q9UKA9
P62330	Q9UI30
P51531	Q8NFD5
Q969T4	Q99942
P33240	Q9UMX0
P27448	Q04759
O15131	P78406
P49019	P63096
P35626	Q8NGZ4
Q96KM6	Q9Y2K7
Q06587	Q14781
Q9BQ66	Q9NQX5
Q8NEB9	Q92622
P46777	P83731
Q03701	Q9UK32
P21796	P63172
P08138	P78536
O95347	Q15003
O15162	Q9NVZ3
P11021	P31946
P05067	P29992
Q13387	Q8TAM1
O76071	Q9NRH3
P30050	Q9HCK5
P38405	Q8NGQ5
O76003	Q6FI81
Q15047	Q9BPY3
P62837	Q9UBF6
O60504	P61978
P30480	P62910
O15360	Q9UBZ9
Q5T447	Q7Z434
O94972	Q7Z2E3
P27694	Q8WXE1
406883	Q9H9Z2
P46781	Q9HCK5
Q9P0P0	Q9Y2X8
P62277	Q04206
O75822	Q14164
Q12933	Q15306
Q92832	Q9NWH9
P24864	Q96AV8
P40197	P42338
P55212	Q16659
P63104	Q9Y4H2
Q6EMK4	Q92542
P50591	Q12933
P02675	P02679
O14495	Q13393
O95786	P46734
P26006	Q07889
A6NHL2	Q9BSJ2
P42766	P62913
P35626	P47888
Q07869	Q15848
406982	Q01196
P17858	Q12933
P10145	P35222
Q96RN5	Q9GZV5
Q9BQE3	Q9UGJ1
O15516	P49674
P51817	P51828
O15198	Q96EY1
P35227	P51784
P10275	Q99638
P40337	Q9Y266
P45984	Q9UPT6
P21333	Q16539
P04141	Q14626
P63165	Q9NX05
P41227	Q9H4K1
P34932	P63104
P45983	Q9UQF2
P50570	Q99962
P01620	P01876
Q13310	Q96EP5
P08069	P55075
Q15560	Q96DV4
P19235	P20809
P18146	P37231
Q5VYY2	Q9UFF9
Q92925	Q9H9P5
O95568	Q9NRH1
P09874	P78527
P31751	Q9UQK1
P39748	P54132
P49023	Q9UKX5
P25490	Q96EZ8
O75400	P50453
P17947	Q6SJ96
O00206	P16671
P05771	Q9Y6R4
O75608	Q14164
Q16875	Q9Y478
O75530	P19438
P09874	P49959
Q07890	Q7L0Q8
Q13315	Q9UPV0
P61587	Q92608
P32969	Q9Y3U8
Q5SRE5	Q8TEM1
P24385	Q08999
Q13261	Q8IU54
P17612	P61925
O60566	Q9UJX3
O75626	P28062
P46100	Q9UER7
O00221	P41252
Q16822	Q9UGJ0
O15239	Q969Q1
O00716	P41182
P52948	Q8NFH5
P05109	Q9UKR5
Q99759	Q9UM73
P02489	Q07817
P21802	Q9NSA1
P27348	Q9GZT8
P23246	Q9UK76
O00217	P03923
P21802	P49767
P58107	Q9BT40
P17252	Q4KWH8
O95243	P67870
P19525	Q01094
P16473	Q14344
O75376	Q9BZK7
O60315	Q13461
P19387	P30876
O60296	P47869
P01024	P08174
O95994	Q02817
O60262	Q99677
P61244	Q9H8W4
O00231	P48556
P31751	P41279
P55795	Q6P2Q9
P04141	Q08334
P21673	Q15047
P31314	Q15172
O43237	P68363
P04632	P62820
P22626	Q13243
Q16363	Q9NPI1
P01574	Q01344
Q13153	Q9H4E5
O60573	Q9Y4K3
O95967	P29972
P62993	Q9NYF8
O95967	P27658
O14625	P52630
P61956	Q03405
P11166	Q7L5N1
P05015	P16871
P61077	P62330
P49327	Q99759
Q9BVJ7	Q9NYL9
P18545	Q13956
O15047	P61964
P54105	P62304
P63218	P84996
P19438	Q3ZCQ8
P07711	P22314
P82673	Q14197
Q16254	Q5TKA1
P08238	Q9UNE7
O15530	P31751
P16520	P17612
P50991	P67775
P36897	Q9HAU4
P48556	Q9BRP4
B5ME19	P20042
P11388	Q13535
P62487	Q15560
O15111	O43318
Q06609	Q96B01
P30519	Q6NUN9
P01571	Q08334
O15239	P03897
O00422	Q6NXE6
P17948	Q9HCE7
P19838	Q15759
P23975	P27986
P43243	Q5VTD9
P07333	P49763
Q16363	Q6VMQ6
P10276	Q99933
Q99459	Q9Y230
P30153	Q13033
O00182	P08648
Q13315	Q92922
P10144	P50453
P49888	Q8TC92
P60660	P60709
P52735	Q7L1Q6
O15335	P26006
P02730	Q06124
P13725	P48551
O00571	Q9Y6K9
P58876	Q96QV6
P46100	P63165
Q9UQE7	Q9Y5V3
P12004	P30307
Q02790	Q04771
P31946	Q96Q42
Q96B97	Q9ULZ2
Q9HAT8	Q9NWZ3
P31751	P45983
O95931	Q06587
Q13315	Q92794
P35462	Q9HAV0
P62979	Q13155
P04183	P63104
P07948	P43405
O43353	Q7Z434
P05015	Q8N6P7
P18146	P27695
P01303	Q9UBS5
Q99459	Q9NY15
P05771	Q08462
Q96KQ7	Q9NWK9
P62140	Q8TEY5
P52756	Q5UIP0
P42702	Q06124
P33778	Q5VTR2
P26992	P29460
P04278	P08123
P15559	P25490
O00161	O15126
P20963	P42574
P63104	Q7Z401
P04183	P54252
Q13683	Q16787
P04626	P27361
P51668	Q9P0P0
Q15323	Q9ULA0
O95751	Q8TBB1
O15297	P53778
O60264	Q9UBC5
P22314	Q92685
P01889	P61289
P16520	Q13972
O43463	P11802
P35579	Q99459
A6NIT4	P19235
O95467	P43119
Q13309	Q9Y619
P04350	P41279
O95373	P20333
P16035	P61289
P62750	Q96BK5
P08514	P49746
P62820	Q08379
O43318	O43734
P20248	Q08999
Q15388	Q6P1J9
P52333	P60568
P11712	P41235
P15927	P23025
P84996	Q8TE23
O43809	Q99459
P08754	P0C869
O15264	P99999
Q96SN7	Q9Y3C7
P61077	Q96G75
P48552	Q13133
P04637	Q16363
P15336	Q8IUQ4
P20073	Q09028
P50151	Q13972
Q9BWG4	Q9UBH0
O75800	Q9HBD1
O60381	O95967
P36406	P62330
P0CG48	Q13155
Q13315	Q15345
Q16539	Q8WZA2
P30305	Q16539
Q13362	Q5FBB7
Q8IXK0	Q9UHJ3
O15514	O94762
Q8WYH8	Q9BPY3
A6NET4	P32121
O43915	P17948
O60934	Q92793
P17405	P20073
O95400	Q01081
P00505	P62330
P01111	P27986
P20963	Q92608
P32248	Q9Y4X3
P32969	P62945
P16234	Q07889
P18621	P62891
Q71U36	Q92974
P05067	Q07954
P02462	Q9UKX5
P62993	Q08209
P29372	P52907
P35638	Q9BPX1
P29350	P78314
Q9HC36	Q9UHX1
P01127	P04085
O94762	Q92878
P27348	Q9NRI5
O95467	P16066
Q16539	Q9H0E2
P22105	Q9UKX5
O00329	Q9Y243
O14802	P62875
P61587	Q9NZN5
Q53H96	Q9UBU9
