#node1	node2
P27635	P61513
Q96T60	Q9NP98
P63165	Q14865
P04406	Q92882
O14818	O60260
O95817	P51617
P32121	Q9HBX9
P42338	Q6ZUJ8
Q13404	Q7Z419
O75182	Q9Y6D9
P32927	P42336
P01100	P17252
Q8N257	Q92769
O75832	Q9Y5K5
574033	Q8WY64
P17948	Q15389
P17542	Q9C0K0
P01106	P13612
Q15596	Q92793
P35544	P46783
Q13315	Q15678
P17301	P27658
P36507	Q9UHA4
Q00987	Q9NS23
P61956	Q7Z3J3
Q7Z7H8	Q9UPT9
Q14191	Q96S55
P62993	Q13444
P51149	Q13885
P01106	Q9UI26
P48443	Q06710
P40337	P61513
Q9BTT4	Q9H944
Q7Z2E3	Q9UID6
P60709	Q02045
P05019	Q15349
P32745	Q5TCQ9
P01574	Q99062
P12980	Q9H7Z6
P63151	Q9Y243
P30480	Q12931
O43399	Q14164
P13612	Q9UQP3
O15169	Q15796
P63151	Q92736
P39019	P62266
P09874	P49715
P35222	Q9H461
P56537	Q9UL03
O60674	P42702
P18146	Q9Y314
Q969S8	Q96QV6
Q15517	Q9NRR5
P20338	Q9H1K0
P07333	P49763
Q96EN9	Q99750
P19544	Q14192
Q16619	Q969J5
P14778	Q04206
P55196	P62834
Q14469	Q9UBN7
P42858	Q96D09
P19793	Q15650
O95644	P04141
P51693	Q13526
O14544	Q9HBE5
P04628	P34925
P55211	Q9C000
Q01780	Q9Y230
Q14164	Q9HBG4
P53355	Q6WCQ1
P14635	P25208
P09012	Q9UKA9
P35626	Q9H207
Q12933	Q96CV9
Q5T3J3	Q8N5U6
P49023	Q16827
P48039	P57088
P18146	Q03181
Q8N6T3	Q9GZQ8
P30876	Q6PD62
P11802	Q9NS64
P49368	P67775
P40337	Q01105
Q9H1R2	Q9H2G2
Q14596	Q9GZQ8
P25106	Q14526
P61981	Q9UK53
Q03164	Q6PD62
P01375	Q14934
P04792	Q15139
P29353	Q9H840
P54253	P62258
P05014	Q99062
P32927	Q969D9
Q13123	Q96NB3
P48436	P57073
O75578	P04275
P40189	Q16619
O95967	Q9H4K1
O15399	P22612
P22362	P51684
P22612	Q14643
Q13315	Q8TAQ2
O95415	P46977
Q01167	Q13315
P19174	P47712
P35250	Q13573
Q8IY92	Q96NY9
Q5VTD9	Q92769
P56645	P63165
P17252	P19883
P11274	P18031
O95433	Q7Z408
O15392	P04637
Q99496	Q9Y2X8
Q96JB5	Q9NRI5
P26651	Q16539
P19105	Q14164
O00471	P05129
Q15038	Q75N90
O15239	P03915
P52434	Q9H9Y6
P46109	Q15303
O15392	P15170
P06213	P52798
P10827	P42338
P32004	Q96S59
O75385	Q9Y4P1
P08047	P14859
P45984	P53778
P23588	P62753
O75822	P47813
P02766	P08670
O15042	Q8WYA6
P17612	Q02846
P62714	Q6P5X5
P63104	Q7Z401
P12931	P56199
P15153	Q53QZ3
O60503	P84996
P17028	Q9Y5X1
P61981	Q99683
P05141	Q9UL18
P01100	P13631
O00459	P30273
P19838	Q8N163
P18859	Q16659
Q12929	Q92738
P61421	Q6P1Q9
P37235	P62837
P04049	Q13315
P39023	P61513
P05771	Q9UNY4
O00470	P12980
P24941	P30304
P04150	Q99933
P01876	Q9C093
P04637	Q9UGJ0
P08670	Q9NRH1
O14727	O15392
Q71U36	Q9NQC7
O15527	P62306
P13500	P51686
O43182	Q07890
P01106	P33991
P14923	Q9Y297
P80217	Q53GL0
P41214	Q06609
Q96IP4	Q9UBS8
O95832	Q8NI35
P04222	P09960
Q13444	Q14155
P45973	Q7Z3K3
O60269	Q9BQ66
Q13573	Q9BTC0
P45983	P61224
O95007	P35626
P05412	P28562
Q99942	Q9BUN8
P46778	P61313
P13569	Q9UN37
