#node1	node2
O60341	Q5FWF5
Q15370	Q8TEY7
P31947	Q00839
O43809	Q9BWH2
O14757	P08238
P25054	Q99741
O75970	Q9H205
Q13315	Q659A1
P14921	P62380
P61073	Q99623
B2RTY4	P0CAP1
P52209	Q14164
P54259	Q16527
P41594	P48995
P37231	Q15648
Q92793	Q9H2X6
O43157	Q9NTN9
O95363	Q14197
P06400	P35232
Q7Z353	Q9GZS1
P62837	Q14139
P13569	Q9H3R2
P49841	Q9H095
P0C0S8	Q96DB2
P10828	P27361
P13987	P46940
P24941	Q12974
P09601	Q15717
P08670	P55212
Q13509	Q969W0
P02452	Q13797
P13232	P26951
P08922	P18031
O60684	P30793
P02768	Q5T442
Q53ET0	Q8TEY5
Q09028	Q8N5A5
O14641	Q96EZ8
P60953	Q8IWV7
P52907	Q14164
406956	Q9NRR4
28461	Q99856
P05013	Q99665
P10415	Q16611
P36542	Q07890
P13725	Q13261
P49411	Q9Y375
P31785	Q15464
P12931	Q92988
P20618	Q9P2G9
P61587	P98171
P15514	Q9NRR5
O60282	P42263
P08581	Q9H4P4
O75461	Q96B01
P25774	Q13651
P07333	Q01970
O95139	O95169
P23258	Q99459
O43318	Q9H2X6
P32881	Q00653
P19387	Q5UIP0
O95049	Q07157
Q9UM47	Q9Y644
P12757	Q16557
P61201	Q9H160
P18848	Q13555
O75369	P06756
P16144	P48736
P36897	Q13501
P35544	P61247
O95741	Q9Y6K8
Q13573	Q9BZE4
P11387	Q9UQ80
Q969T4	Q9ULK6
O43749	P35626
P04156	Q96LT9
Q9H2X6	Q9Y463
Q9NYJ8	Q9Y230
P01112	Q9UKT9
O75030	Q15418
O14775	O60503
P04049	P27361
Q92796	Q9UQM7
Q6NUN9	Q9NR28
Q9H761	Q9Y383
P09919	Q9HBE5
Q8WUI4	Q9UKV0
P27658	P49023
P03372	Q05086
Q06455	Q13547
P01024	P05107
O95298	Q9Y6M9
P14649	P35749
O00750	P00533
P08069	Q13322
P16333	Q9BXM0
P27986	Q8IZP0
P10912	Q15262
O60840	P51817
P62256	Q86Y13
P11912	P14317
P61586	Q9BST9
P08069	Q9H4P4
P29459	Q14626
A6NH00	P38405
P62280	Q15843
P11940	Q9UFF9
P43115	Q9UBU3
P01106	P52701
O75970	Q9HB21
P04279	P17252
P51116	Q13137
P30154	Q16537
Q8TEM1	Q9NQT4
P17844	P40763
Q6SZW1	Q8IUC6
Q14344	Q3MJ16
O15514	Q9BTT4
P16112	P23142
P18846	Q7Z6J0
Q52LW3	Q96L33
P25445	P50591
Q16620	Q96FE5
P10914	Q9NYQ7
P43243	Q9Y6E0
P84996	Q9H1C0
P36897	P84095
P01266	Q06710
O14493	O75970
Q8N357	Q9UGN5
P30480	P54578
O00144	Q15147
O60682	Q01844
P61978	Q93062
P21246	Q9Y383
Q15797	Q9UNY4
P19174	Q07666
P17706	P31947
O60921	Q9UIF7
P20248	Q13309
P35226	Q03164
Q7L590	Q9UJX2
O43597	Q9Y219
P08581	P49765
Q13616	Q9NXK8
Q76FK4	Q9Y221
Q96GE4	Q9BRT9
O95997	P49716
P30876	Q8N7H5
O75578	P08572
Q8TD86	Q96RR4
O60566	Q13547
Q53EZ4	Q96HA1
O60232	Q9NP79
P09382	P57678
P53778	Q13873
O96019	Q9NXR8
P05412	P18848
O96006	P02766
Q9BQE3	Q9UGJ1
P67812	Q8N357
Q14831	Q9UBI6
P0CG47	P49459
Q9H3S1	Q9ULL4
Q71U36	Q99836
Q14197	Q96CW1
P0C1Z6	Q6P4R8
P01344	Q6UXH1
P38398	P43246
Q01130	Q15365
O00327	P61956
Q14197	Q96I51
O14920	Q14164
P63104	Q86X27
P32418	Q9UN42
P48023	P98171
O76093	P07333
Q13155	Q9Y2F5
O95997	Q9UJX2
O14733	Q9UQF2
P22415	Q9UKV0
406960	P31751
P02647	P09417
P18847	P53779
P54840	P62136
O00231	Q9Y3C7
Q96A32	Q9H1R3
P53350	Q14566
Q15365	Q96EK4
P00540	Q02750
P01889	P15311
P13232	P38484
Q6UN15	Q9C0J8
Q13315	Q92794
P02458	P17301
P13637	P27986
Q8N806	Q9NRR5
Q07912	Q969R8
P02751	P21980
P82650	Q9UBC1
Q9HCE7	Q9Y3C5
P40337	P61088
O15169	Q8N4C6
P52597	P84103
406953	P40763
P19174	P62158
P04049	Q96KB5
P61978	Q9Y580
O00231	Q9BRP4
P31947	P63104
P55160	Q92558
P07910	P62258
Q8N2H9	Q9Y4K3
P05783	P27348
Q9H853	Q9UBN7
P62263	Q14164
Q6ZVK8	Q9BQ66
P17544	P35638
P00519	Q9BXM0
P56524	Q16777
P02768	P16871
P20333	Q02978
P06400	Q8WUA4
P12111	P18084
P11021	Q99558
P16885	P17252
P07954	Q9Y478
O14974	P62993
P49116	Q13191
O75419	P33993
Q15147	Q9NPG1
P52788	Q9UET6
O94761	Q00005
Q5JWF2	Q99614
Q969H0	Q9UBK2
P21860	Q02297
P60709	Q99459
O60503	P08754
P19532	P42704
Q13936	Q9P2W3
P31749	Q14203
P22004	Q6ZVN8
P03897	Q9P0J0
Q96SN8	Q9UKR5
P25098	P30086
Q7Z3B3	Q8TDR0
O00574	P78423
P18669	P63104
O15055	Q07869
O75569	Q15633
P26927	Q9H4B6
O75533	P63104
O15479	P46781
P62316	Q04695
O15264	P62826
O75340	Q8WUM4
O15371	O15372
Q15080	Q15759
P01563	Q04206
O75167	O95433
Q13315	Q9UPN4
P61201	Q9P2S5
Q01113	Q9UBD9
P25942	Q03135
P28482	Q9H1R3
Q01668	Q12879
P63215	Q92633
P50616	P84022
O60262	O95622
P63279	Q96B23
Q13751	Q16787
P35228	P38484
Q02045	Q86YV6
P51531	Q86U86
P55317	Q9UBC0
O00255	P15927
Q93077	Q96DB2
P11387	Q9H0A0
O75578	P26006
Q8IXI1	Q9P286
O60262	O60266
P18124	P62993
P01889	Q9BZK3
P35609	Q86TC9
P00533	P29466
P08123	P13612
P56746	Q96AP7
O14543	Q15369
P61956	Q8N726
P15018	P31785
P27824	P48039
O43290	P55081
P11831	P17947
P06702	P60953
Q00005	Q9Y5Z7
P08581	P15692
P46778	P62750
P25963	Q15653
O60341	Q13573
O43609	P22681
P06733	P63104
P28288	P40855
P08134	Q8N392
Q13033	Q9Y6E0
O60674	Q8N6P7
P30154	P32121
O15455	Q92569
O76021	Q9NV56
P05386	Q9H840
P10721	P46108
P10301	P19174
P01562	Q8N6P7
Q15008	Q16401
P52565	Q99828
O60684	P62306
P63104	Q5T200
P20333	P34931
P61978	Q14683
P42224	Q13547
O75306	Q14197
