#node1	node2
P61158	Q07890
O14508	Q14626
P29692	Q9UET6
P27348	Q4FZB7
Q8N257	Q9UBN7
P35222	Q14192
P63261	Q14247
Q16539	Q86UR1
P10721	Q9H0M0
O15335	P08648
Q9H4E5	Q9Y3M8
O95999	Q9NPP4
P00533	P20827
P24390	Q13530
Q9NR61	Q9UM47
O95865	P05026
O15444	P61073
O00505	P30480
P02686	Q7Z2E3
Q12986	Q86V81
P50570	Q99962
P17252	Q9UNY4
Q5UIP0	Q9BWV1
Q13573	Q8IZL8
P36507	Q13153
Q6R327	Q9BPZ7
P35221	Q9UHB6
P21333	P35462
P50613	Q03181
P23497	P63279
P30291	Q58FF8
O75159	P00533
P08253	P80098
P16871	P26441
P05412	P18146
Q15797	Q96D21
Q01668	Q12879
P17301	P78509
Q14161	Q9NR80
P63244	P78396
P16499	P51160
P30154	Q13573
P20073	Q9UNN5
Q08493	Q09472
Q149N8	Q15819
P01589	P32881
Q92838	Q9HAV5
P53675	Q9NZN4
7012	Q9BUR4
O14974	Q02045
Q13315	Q9BUH8
P15336	Q02930
Q7L5N1	Q9Y239
P20671	Q12888
O14641	Q9NVV9
O00444	Q12873
Q86YT6	Q96B02
P26038	P30504
O00238	Q9NYN1
P63167	Q9C0C7
Q04864	Q96EB6
Q92974	Q9H4B7
Q08AG7	Q9BSJ2
P10451	Q9UKX5
O94906	Q99459
Q13153	Q9NPC7
O94868	P55072
P05014	Q8N6P7
P11912	Q02548
P16220	Q9Y2D5
P33240	Q05048
O14497	Q13573
P04637	Q9Y675
P10826	Q2M1K9
O00214	P02647
P11802	Q96T76
Q16514	Q9Y4A5
Q16619	Q6UXL0
Q16659	Q7L190
Q13547	Q9UBG7
Q13190	Q5T3J3
O60566	P01106
P22455	Q9NRA1
P30876	Q9HCS7
P15090	P60709
Q14197	Q7L3T8
P06703	Q9HB71
P47901	Q03113
406904	Q92945
O95180	Q12879
O60840	Q9UQM7
O95831	Q92956
O00217	P51970
P57086	Q0D2J5
O00329	P32927
406955	P35625
Q99665	Q9P0W0
P0C0S5	Q6W2J9
P07384	P15311
Q9NP87	Q9UBZ9
P03372	P84022
P20702	P56945
P08253	Q01955
O00141	Q16658
P43246	Q92830
O60508	Q08211
P08134	Q8IWW6
Q70EL1	Q9NZZ3
P84095	Q92558
Q10588	Q13237
Q15819	Q7Z419
Q15788	Q9UPX8
P54289	Q13555
O43493	P11717
Q09161	Q53F19
P24278	P38432
P15882	P61247
P46379	Q7L5D6
P06400	P17480
P08107	Q9NZL4
Q01844	Q8N6Q3
Q03014	Q14973
P27635	P30050
P20042	Q13573
P31946	P55916
P10275	P30305
28938	P52292
O95402	P61218
O94817	Q14152
P62942	Q02790
O14920	Q8NI38
Q13315	Q96MG8
P01871	P11021
P62495	Q14164
P00533	Q15147
P01023	P21281
P06400	Q96FV9
Q14525	Q9ULA0
P85298	Q9HBH0
P50502	Q9Y4K3
O14543	Q5H9I0
P04150	Q7L5N1
Q13315	Q6ZYL4
Q8TD86	Q93100
O60832	Q9Y265
P16333	Q9UQ26
P12004	Q13952
406901	Q6DJT9
P05783	Q13191
P20020	P22694
P09382	P09564
P01892	Q07444
P08631	Q8WYR1
P24522	Q6STE5
O15239	O75251
P61978	Q14103
Q07817	Q92934
P55072	Q9BZV1
P55789	P61201
P27797	Q13952
P04637	P20719
O95989	P56182
O75791	P63244
P17066	P19838
P25963	Q99570
P18848	Q16534
P51617	Q9H0E2
P10144	Q71U36
P24941	Q13153
P10721	P19235
P21731	P27824
P42262	Q13315
Q15750	Q9UIC8
Q7Z2Z2	Q9Y3A5
P62820	Q86TW2
P06899	Q9BY41
O75116	P84095
P04049	P17612
P10912	Q13191
P10301	Q9Y4G8
P01106	P17096
P35611	P62158
Q5RL73	Q99547
P42574	Q13541
P08842	P22681
P35626	Q8NH54
P63211	Q00975
P62745	Q9UNA1
Q13153	Q14161
P18206	Q9NZT1
Q03001	Q8TDR0
Q13162	Q9BVJ7
Q14204	Q96AH8
P56556	Q16795
Q14192	Q9UBZ9
O15162	P18146
P52272	Q13233
P24928	P62993
Q13619	Q86VP6
P18074	Q92759
P68431	Q96LA8
O14757	O15297
P31629	P63104
P55212	Q92934
O94761	P39748
P17612	Q9UGJ0
P31785	Q9NPF7
O95831	P34932
P08962	Q92574
Q03164	Q9UHB7
P08123	P08648
O60674	P42226
P30307	P62140
P11802	Q8IZT6
P49366	Q9GZT8
P55345	Q92731
Q09472	Q99966
O95865	P04183
P67870	Q8IY92
P04004	Q13797
P09874	P68431
P15407	P17275
P62714	Q13698
Q00653	Q9Y230
Q96B26	Q9Y2L1
O15118	Q86WV6
P49674	Q16526
O60832	Q03519
P06239	Q08881
P01100	Q09472
P83731	Q92597
Q4VXU2	Q8IYD1
P05556	Q15027
P62306	Q9Y5J5
O15379	Q04206
P35348	Q9Y210
P06729	P20963
Q15750	Q96CA5
P10916	Q9BZL4
O14625	P52630
O75400	Q9Y4E5
Q04637	Q8NFH3
P04083	P47712
Q16778	Q96RL1
P06493	P49748
P01111	Q07890
Q6VN20	Q96KG7
P50148	Q9UP38
O15264	P63000
P08123	P53708
P04179	P29372
P22694	P54289
Q96L14	Q9BQD3
P12757	Q16557
Q8N684	Q9NZC7
P38936	Q93063
P42336	Q05655
Q9NV56	Q9UBU8
P15153	Q9BYG4
Q9NZM3	Q9P287
P51532	Q9UJX2
Q99618	Q9UM11
O43521	Q12778
O60828	P51681
