#node1	node2
P62993	Q92614
P46108	P49916
407029	Q14457
406933	Q96JJ3
Q05519	Q86U42
P47914	P61513
P35626	Q15622
P28482	Q14790
Q04759	Q9NYF0
Q13573	Q15393
P26640	Q9UBN6
P51965	Q86UD3
P29353	P40189
P0C0S5	Q9Y6I4
P47898	P50150
P24752	P29372
Q96B33	Q9UDY2
P08138	Q15628
407051	Q9H9Z2
Q969S8	Q9BTM1
P62308	Q16637
P04637	Q92890
O60506	Q13573
P38936	Q01664
P20963	Q6PIZ9
Q14498	Q9BTT4
P35558	Q13131
Q13402	Q8WXG9
O00220	P02458
P50148	Q92997
P51617	Q8NI60
Q96G25	Q9BWU1
Q14626	Q8IZJ0
P62993	Q13087
Q99836	Q9NR97
P63092	Q9Y265
P15391	P42336
P54259	Q96R06
P49238	Q9UBD3
Q16539	Q9UBI6
P08134	Q13177
P31749	Q12972
Q16363	Q9Y3C7
P62837	Q13489
P60520	P68871
P62140	Q13557
P31994	P43405
P10644	P35250
Q13233	Q9Y463
P56545	Q96RG2
P01106	P42695
P07498	Q9Y6K9
P05230	P67870
Q6SZW1	Q8IUQ4
P21860	Q13882
B1A4H9	P40189
O43493	P09958
P51532	Q01201
P15018	P16471
P10912	Q9UBD9
P12814	P26012
P40225	P42701
P00403	P01133
406886	Q92945
O14640	Q9NPB6
Q05513	Q96IZ0
Q13547	Q9UBG7
406997	P04818
O75937	P31943
P30260	Q12834
Q969G6	Q9UBS3
Q9NPD8	Q9NVI1
O95817	P11142
P36873	Q13237
P17252	Q8NFM4
P02766	Q99689
P06400	P29375
P14635	P61086
P24530	P56645
O43657	Q5T3J3
O14561	Q9P0J0
O75367	Q9BY41
O14610	P63096
P19438	Q9NZ08
P00374	Q9UJX2
P53041	Q16543
Q07869	Q96A54
Q13813	Q16659
Q13573	Q9NRL2
P68431	Q14686
P16885	Q16566
Q96JB5	Q9ULE0
Q14161	Q8N1W1
P07237	Q14240
O95169	P03886
O15111	Q96MN2
P43115	Q9UBU3
B1A4H9	Q99650
P26368	Q8IZL8
P60953	Q96L34
P04626	P49767
O00257	P46937
O95793	Q02878
P31314	Q13642
Q08999	Q15329
P28749	Q9UQ80
P15291	P31946
O75400	Q13485
P30048	Q8TAX7
P63104	Q13111
P11171	Q9Y237
P10275	TZF
O43504	P51681
Q13148	Q99459
P01100	P18846
P12004	P63146
O60674	P08700
P29474	Q13557
P13349	P41134
P48023	Q8N1I0
P78347	Q9Y2Q3
P68402	Q9UKV3
P35268	Q14164
O75084	O96014
407026	P08123
A0JLT2	Q9UKV3
P31942	P62701
Q13485	Q9Y6X2
O60260	Q9BT88
P26367	Q5SQQ9
Q07890	Q9H4E5
P06748	P61956
P62805	Q68CP9
P84022	Q05066
P04628	Q5T4F7
Q13315	Q8TCU4
P35499	Q13424
Q13616	Q9NQR1
Q04771	Q8TAI7
Q86UW7	Q969T4
Q8IU54	Q8N6P7
P48444	Q99459
693190	O94855
P30153	Q9BXT2
P14859	P28347
P17612	P60510
P21796	P49841
P16871	Q9Y281
P15880	Q9H4L4
P01111	Q0VAM2
P40616	Q9BUV8
P51809	P52594
O00472	Q15306
Q9Y4H2	Q9Y6K9
Q13162	Q9UNY4
P21246	P40306
P51991	P52565
P06400	Q92966
P24941	Q9BW66
Q13573	Q8WXI9
Q01449	Q86YV6
P25440	P62805
P62308	P62318
Q13573	Q9P2D1
P61981	Q9NZQ3
P26951	Q9NYY1
Q9BQY4	Q9Y2Y4
P48147	Q9Y4K3
P40429	Q07020
P01709	P01857
Q8N5C8	Q99558
P07996	P17301
Q96NA2	Q9NY65
P63104	Q8IUE0
P01024	P08174
O60814	Q86WJ1
P28482	P80217
P63000	Q9H4E7
P63092	Q86XP0
P16220	P62140
O95267	P62070
P11171	P63167
P38432	P67870
A0JLT2	Q16637
A5PKW4	P0CG48
O00533	O95251
Q8WXA9	Q99459
P07948	Q92569
O75928	P35398
Q13432	Q7L099
P28482	P31994
P10916	Q99972
P35913	P51160
P36897	Q9NYN1
O95863	P12830
P15882	P36897
C9JDP6	O14493
P08754	P17612
P08107	P19525
P62328	P68104
P22607	Q92569
O95997	P12956
P85299	Q9BVC4
Q00839	Q8IYB3
P07305	P62993
Q14449	Q99558
O43516	Q9H2G2
A1A4S6	P52198
P01562	Q04206
O60266	P50150
494336	Q02750
P20264	Q03135
P05014	Q00653
Q8IZD4	Q9HAU5
P20333	Q12933
Q9HC24	Q9UH99
P31943	Q14683
P32121	Q8NGF9
Q08170	Q13243
Q96DC9	Q9Y4K3
O15488	P13807
O75446	P42858
P28482	Q92731
P07947	Q15717
Q14103	Q16659
P04049	P23458
P07195	P16104
P19320	P19838
P13500	P49238
P35900	Q9NYB9
P61968	P67870
P29350	P78552
O95298	Q86Y39
O00222	P61952
Q13304	Q14344
P61952	Q92806
P53420	Q13797
P11511	P49716
P08107	Q96HS1
P05549	P35659
P16104	Q14191
P32121	P51684
O14818	P55036
O95402	Q9NPJ6
P20226	P55317
P08754	P33765
P48551	Q9GZX6
P69892	Q99717
P49841	Q14147
P52815	Q14197
P30279	Q00534
O75478	O75529
O15169	Q9Y297
O43741	Q96RR4
P43405	Q13094
P52564	Q16512
Q05516	Q92769
P67870	Q02543
O60814	Q9BTM1
P07199	Q16637
Q99665	Q9UHD0
Q8WZA2	Q9NRZ7
P06733	P29466
P67870	Q9NRC8
P01011	Q96KC8
P51610	Q06547
O15042	Q96I25
P06241	P10721
P46459	Q13190
P19235	Q9NYY1
O75015	P35354
P12931	Q13023
P04899	Q92569
O14508	P35568
P33992	Q13416
Q13315	Q9UKY1
O43318	Q9UQM7
P10916	P62136
P01106	P43246
P19876	P51681
O75095	P46109
P07550	P84996
P02679	Q6P1J9
P10275	Q9UQ80
P16333	P62987
P37231	Q15291
P01588	Q13651
P31942	Q9BVJ6
Q92600	Q99759
P38405	Q8NGL9
P29350	Q7Z6A9
O60293	Q15834
O14512	Q99062
P51970	Q16795
P62750	P63173
P29992	Q9NPC1
O60508	P52597
Q8IUQ4	Q96SN8
O43684	Q9UJX6
Q96BN2	Q9UPT9
P04899	Q14833
P01570	P26951
P54257	P56134
P18564	Q13753
P63104	Q9Y2A7
P19838	Q96AZ6
O00488	P62820
Q58A45	Q5JQF8
Q96NW7	Q9UQM7
P33991	Q8WYH8
O00483	Q9Y6M9
O15198	P22670
P51693	Q9UGL9
P07550	P62993
O15260	Q9H1C4
O95371	P38405
P63211	Q13936
O60404	P32121
Q99650	Q9UHD0
P12956	Q9NUW8
P13805	Q96S99
P10643	P13671
P36897	Q13347
P28069	Q969G2
Q15172	Q96Q15
P01106	Q68BL7
Q01780	Q99558
P07437	Q9BZW7
P60228	Q9Y478
P09529	Q8NER5
Q16576	Q9BTC8
P05067	P19087
P00519	Q96MU7
O14561	P56556
O00165	Q16760
O00168	P22694
O60383	O95257
Q02156	Q9HBA0
P01258	Q01814
P32121	Q96R47
P01137	Q12841
Q01813	Q13573
P18077	P62917
O00401	P17706
P31947	Q96ES7
Q9H444	Q9Y3E7
P00403	Q13191
P12107	P53708
P07948	P50570
P27348	P27448
Q15038	Q8NHQ1
P38936	P60709
Q15428	Q7RTV0
O00267	O43148
P17612	Q02846
O43915	P06213
406935	P01116
P10275	P49116
P01889	Q9NR30
Q15102	Q7L5N1
P24864	Q969G3
P10768	P23508
P41743	P63151
P10071	P49841
O95352	Q9H492
P11171	P42704
P29459	P48551
407039	O95477
P10721	P12931
O60282	P42263
P12956	Q96HA7
P01130	Q8NBP7
P11388	P67870
P02675	Q92569
P30305	Q92764
P05386	P46778
Q8TEX9	Q9Y2Q3
Q9H173	Q9Y4G8
P25054	Q9UPN3
P06241	P63172
P00533	Q9H706
P37173	P61812
O75528	P19793
O00499	Q9Y2H0
O00231	Q5T3J3
O75365	Q9UNL2
O15162	P04899
P46934	Q16655
O15455	P12931
P40189	P60568
P27348	Q15139
O94818	Q16659
P62873	Q5JWF2
P00519	Q92529
P83731	Q8IXH7
Q9BZI7	Q9Y5S9
P02751	P06756
O14807	O95294
P28472	P60520
P14678	P50053
O15162	Q9BQ66
P35225	P40189
P09471	P48549
O15164	Q5VVX9
P29590	Q13547
Q86SE5	Q8TAP4
O00574	P80098
P19012	Q6ZU52
P0C0S5	Q9NPF5
Q13315	Q9H4L7
Q15303	Q9Y371
P27348	P33176
P04899	P43115
P17301	Q9Y6N6
