#node1	node2
P62993	Q8IZD9
P61981	Q8IUD2
O43639	P42768
P19793	P42575
P42684	Q9H204
P06729	P19256
P24941	Q9UJX6
Q15047	Q96SN7
P55854	Q99700
P16220	Q14050
O14802	Q9NVU0
P52292	Q99459
P23763	Q13277
P62877	Q9NZJ0
Q13501	Q14596
O94805	Q8NFD5
P38398	P68036
P06746	P09429
Q15797	Q9ULH7
O95299	P03886
O95704	P00533
P22626	P60709
P05556	P49747
P62993	Q9Y230
P19387	P24928
Q9P0L0	Q9Y2K6
P06493	Q9Y5T5
P10114	P27986
P10914	P51610
P20226	Q9NVP2
P08311	P25116
P60228	Q9H9Q2
P17844	Q15788
P20138	P46109
O75197	P56705
