#node1	node2
P55196	Q9BX66
P05771	Q13164
P01106	Q01085
O75400	P61981
P46782	Q9UHD2
P58012	P63279
P11831	P13569
P28482	Q9Y603
P04406	Q12906
406899	Q9P286
406948	P60174
P52948	Q9H4D5
O00221	Q13748
P56545	Q13315
P23677	Q9NZT1
O14561	P51970
P18850	P49810
P32239	Q06124
Q6P2C8	Q96HR3
P09874	Q10586
Q12824	Q92925
O60231	Q13435
O14757	Q01094
P53672	P53674
P61587	Q8N392
P21918	Q14344
Q01813	Q13573
P14416	P63096
Q12923	Q15654
P60709	Q02045
Q05655	Q9GZQ8
P61981	Q9Y6A4
P06746	P25054
P08134	Q13153
Q9Y5J5	Q9Y5L0
P27105	P55854
P23229	P26012
Q15047	Q9NY59
P29762	Q13595
P05387	P32969
P17302	Q13976
406982	Q8WY64
P31273	Q9H2G2
P16520	P43657
O60232	P51116
Q13315	Q4LE39
O43295	Q92730
A7MCY6	O96018
Q99814	Q9H6Z9
O60814	Q9BTM1
406947	P21781
O15239	P03923
P27986	P60953
P40222	Q9H6S1
P21741	Q07954
P53365	P84077
P51817	Q8WXS5
P01889	Q9Y266
O43542	O75771
P13945	P25098
P31946	Q6ICG6
Q8WZ74	Q9Y3A3
P39023	Q99558
O15479	Q9UQ35
O75380	P28331
P38405	Q8NGM1
P38405	P47890
O00571	Q14240
O14561	O95299
P06400	Q00526
P00533	P05771
P10415	Q15173
P84095	Q8N1I0
P63267	Q07890
Q13145	Q9H461
O00541	P32121
P00742	P10646
P27986	P59768
P18124	P62987
P05013	P42701
O75916	P11488
P10721	Q96B97
P05388	Q9UQ80
Q13151	Q13242
P19338	Q05513
P78337	Q9BQY4
P24941	Q13415
P28482	Q9BZM1
Q15029	Q99459
O00255	Q13547
O15111	P49407
Q96KG7	Q9NZM3
P13645	P84022
Q05513	Q13163
O94973	P42858
O15320	Q9Y4K3
Q13469	Q13526
P58166	P61812
P62195	Q92753
P06400	P51532
P22612	Q02930
P12956	P62324
P01106	P29401
O15105	Q9ULH7
Q14028	Q8TD86
P52758	Q9UET6
P51668	Q96A37
P11441	Q99459
P04150	P28562
P26006	Q14192
P35579	Q9BX84
P42338	Q92569
P19429	P51817
P35680	Q13547
P61964	Q01658
P25788	Q9Y5K5
P52630	Q9HBE4
P0C5Z0	Q5QNW6
P10721	P22681
Q5T9A4	Q9UL18
O94806	Q86YW0
P04839	P19878
Q9NYA1	Q9Y4K3
Q14332	Q9H1J5
P08107	Q13464
P24941	P98177
P32121	Q8NGX0
O43639	P07766
P32248	P80098
O15534	P62877
P35222	Q5TCQ9
P51116	Q9BXS5
P02778	P27487
P35609	P68032
P07195	Q9UHD2
O96020	P49918
P19320	Q13797
Q86TJ2	Q9Y6J9
P46109	Q9HB21
P14136	Q96HA1
Q9Y2X8	Q9Y3C5
Q04206	Q12905
P45983	P63215
Q99729	Q9H3D4
P11142	Q9BXP5
P04637	Q15717
P00519	Q38SD2
O15160	Q9Y5J5
P31273	P55157
P14778	Q15750
P14784	P15248
Q15303	Q9Y4K3
O00257	Q16644
P19388	Q9NW08
P17024	Q9BXL5
Q5VZM2	Q9HB90
P07910	Q14164
P06400	Q01094
P16220	P49913
P24522	Q86U86
P62495	Q8IYD1
O15350	Q96PG8
Q04864	Q16548
P14555	P28482
P54819	Q13177
Q9BRQ0	Q9H0E3
P02768	P25067
P02671	P02675
P35916	Q9NQ66
P54253	Q8TE02
407009	O43240
Q8N184	Q9NYL2
P23508	Q14152
P12931	Q9UKL4
P42224	Q8WXG1
Q13573	Q9UKF6
P40429	P83881
