#node1	node2
P22694	P62158
Q9NP87	Q9UBZ9
P17844	P49841
O75578	Q9HBI1
O43353	Q96CX2
P04792	P13569
574447	P51617
Q14839	Q8WXI9
O43167	Q99750
P20309	Q5JY77
P51654	Q93098
P26641	P29692
O95197	Q9H8W4
P06239	P35222
574473	Q29983
Q14247	Q9ULH1
Q9BS18	Q9UM11
P36897	Q12931
O43567	P51668
P61586	Q02045
P04350	P68366
Q04864	Q13451
Q01658	Q92831
P00533	P42338
P62258	Q9HCI7
O75643	Q15428
P30260	Q9UNH5
Q12778	Q13554
P04350	Q9Y6G9
P30304	Q13464
P40337	P61088
Q6UB35	Q9Y5J5
Q07157	Q9BQE3
O95832	P56748
P42229	Q06187
Q5VVX9	Q86UV6
O94875	Q8WX93
P84101	Q93062
P41732	Q9Y664
P51817	P63211
P38646	P61981
P05093	P22888
P18146	P45983
P10916	P13533
Q5JSL3	Q7L0Q8
P63104	Q86VP6
P31930	Q9NQC3
P08069	P19086
P08700	P42701
P29466	P51878
P30457	Q93084
P01023	P01127
P26012	Q8IZC6
P61981	Q14739
O00231	Q04724
P06213	P52797
P42224	Q7Z434
P30084	Q14164
P09471	Q9H461
P49247	Q96HA8
P01106	Q96P53
P53567	Q68CJ9
P46778	P62910
Q6NUN9	Q9NR28
P08631	Q13094
P51991	Q12986
Q96Q15	Q9Y4R8
P35609	P53708
P52756	Q08211
P09919	P10912
P84022	Q9UMN6
P35626	Q8NGC9
P49736	Q6P2H3
P15336	P25963
O60733	P29992
P15153	Q07890
P01100	P35638
P08123	Q9UKX5
P13639	Q15843
O95398	O95622
O75899	Q9UK08
P12814	P13612
P00533	P09496
P01236	P14653
Q969H6	Q9BUL9
O14641	Q96H20
Q00987	Q86V86
O14920	P49642
O60506	P18206
P29353	Q9HBG4
P62834	Q13547
O95500	Q8N7P3
P05783	Q04695
P24534	Q00005
Q7L576	Q96L34
P35968	P52798
O75956	P26641
P38405	Q9H207
Q15021	Q8NEM0
P25054	P63010
O43633	O75351
P10276	P42229
O15294	P63165
P09429	P50570
P06729	P09326
P19388	Q9NVU0
P14672	P61006
P27824	P30101
P62241	P62249
P22307	Q15067
P01241	P61326
P46527	P63104
O60383	Q6P1K2
O75626	Q9NPI8
P08754	Q13936
P32121	Q8NGE8
P13569	Q9Y6N5
P24522	P61968
Q9BRJ6	Q9NX58
P35268	P61513
P06730	P29590
Q8N111	Q9NRR5
O15116	P08243
P26368	Q86V81
Q96KK5	Q99877
Q13009	Q96L33
P51948	Q9HB71
O00329	Q07889
O94921	P38936
Q04206	Q9Y297
O00305	Q13362
P15498	Q08881
Q96RK0	Q9HC77
P08238	Q9UL18
P00519	P29353
P19174	Q13480
O43819	P01106
O14733	P53779
P00533	Q92625
P42338	P43403
O15111	Q15796
O14561	O43678
P08779	Q12933
O75626	P17676
Q04864	Q9Y275
P08107	Q9Y572
P61086	Q9UHQ1
P40763	Q92569
Q13363	Q14526
P10275	Q96PM5
Q08380	Q9UHD2
Q99996	Q9UKE5
407010	Q12837
P10275	P27540
P01112	Q02750
Q14240	Q9H074
P15311	Q8IZE3
O14933	P41227
P46379	P60510
P01106	Q01973
P18846	P78426
P55157	Q9NQC3
Q96P09	Q9Y2X8
O60318	Q9H5J8
O14827	O60262
P19012	Q6ZVK8
P18089	P29992
P47869	P54257
P61077	Q9BY78
O43766	P16220
P29992	P43088
P31943	P61981
P01889	Q15758
P00519	P78329
P51668	Q96BH1
O15519	P04049
P00519	Q06609
P29350	Q9Y286
P28340	Q15788
P04183	P63104
O14641	P49815
O95644	P43235
O00459	P19320
O43147	P21246
P00533	P29353
P35609	P62158
Q15714	Q9UNN5
P22694	Q08462
Q8IU54	Q99062
P12004	P35250
P38398	Q8WX92
P05089	P42226
Q13432	Q15486
442917	Q9NRM7
P51817	Q8TD86
O75964	Q15714
Q15365	Q96PU8
P07585	P21860
Q96L14	Q9BQD3
P32298	P49407
P08134	Q8IWW6
Q5XKL5	Q9Y4P8
O14593	P52272
P67870	Q15349
Q13464	Q9BZL4
O15198	Q6PD62
P06493	P0CG48
P09769	Q03405
P18621	P62899
P55036	P60900
P62745	P78559
P10451	Q05397
P12956	P18669
P62136	Q96QC0
P49736	Q96H20
O00483	O95299
O95983	Q13547
P60953	Q9H0H5
P05771	Q13164
Q14344	Q96RI0
P53350	Q8NE35
O00232	O43242
P22612	Q05469
P03956	P35613
Q16625	Q9Y5I7
Q6W2J9	Q99829
P31946	Q8TEW0
O14641	Q9BQY4
P62330	Q15311
P12004	Q8IWY9
P07332	P32927
Q13554	Q9BXT2
O75528	Q9BRR6
406988	P37275
Q13617	Q9NXV2
P32248	Q8NHW4
P19387	Q9Y5B0
P03915	P51970
Q00653	Q13309
O95983	Q9UBB5
P67870	Q96NZ8
P07900	Q13546
P35348	Q9UGI9
P51572	Q9UKE5
Q13362	Q9Y243
Q9NR97	Q9NYK1
Q04724	Q99547
P04439	Q13241
O76064	Q969T4
P62312	Q9Y4Z0
2310	P38936
Q16543	Q9Y5X3
Q15427	Q6P2Q9
Q13573	Q86U42
Q96T88	Q9Y6K1
O96017	Q14676
P23229	Q9HBI1
Q96JB5	Q9Y5M8
P01588	P06400
O14625	P32248
P01106	Q9NYF8
O75469	P28702
O43390	P06241
P04183	P08138
P0C0S5	Q92769
P10275	Q9H422
Q13535	Q92841
O00217	O43678
P98175	Q15637
P08514	P35609
P02458	Q14050
P12644	Q8TEU8
Q92945	Q9Y4K3
P22732	Q9Y243
P28799	P98160
O60262	P35498
P15153	Q8NF50
P49768	P62491
O00422	Q969V3
P14866	Q12986
Q99502	Q9NPC8
P01106	Q99741
Q13572	Q99459
P04637	Q9BWC9
Q06124	Q13291
P61201	Q92905
Q13526	Q9UET6
Q9NYQ7	Q9UJ04
P06400	Q92966
O43187	P58753
P50914	Q9UL18
O95900	Q14197
P54619	Q16877
P15692	P22455
Q9H361	Q9NY30
P18206	P35579
P32456	Q92734
P38936	Q96CS2
P35609	P63279
O95622	Q9P2W3
P61088	Q13404
Q5QNW6	Q969S8
Q13077	Q96CV9
P61952	Q16539
P62241	P62857
P38405	Q8NGV0
O75446	Q92769
P22362	P51681
O60936	Q9NVF9
P29460	Q00653
P84095	Q14185
P15056	Q13164
A5YKK6	P02768
O00264	P48039
P62070	Q92565
P14859	P32302
P12532	P30480
P01033	Q13011
Q16531	Q9UBW8
P49459	Q9NS91
Q96H86	Q99750
P05000	Q01113
O60861	Q7L576
O00222	Q9HAV0
P12882	P63261
P19388	Q6P1J9
P41182	Q9Y228
P45985	Q02779
P78352	Q05586
P43243	Q00653
P78545	Q8IUC1
Q05397	Q8WYR1
P60763	Q9NPB6
P83916	Q9UPN9
P06401	Q16539
Q04759	Q06187
Q7Z3B3	Q7Z6G3
P36542	Q9UJM3
O15379	Q8TF05
O75935	Q99624
O43586	Q9Y5K6
P01116	Q8WYR1
P04406	P61019
P50406	Q92905
P04626	P0CG48
P51817	P53778
Q14197	Q99714
P63092	Q13639
P61927	P62888
P16070	Q13535
A6NC98	Q9HAU0
P11047	P13612
P05023	P22612
Q15047	Q9BQ95
O75340	P50995
P62140	Q06432
P01106	Q9NQX5
P01137	P10275
P03372	P10275
494336	Q02750
P09471	Q9H228
P61088	Q9HBD1
O15371	P47813
P52565	Q01105
Q13530	Q9HAV4
O95402	P61218
406881	P01106
P49768	Q9NZJ7
406984	Q9Y2M5
Q13535	Q92793
P46100	Q14240
O95398	Q16539
O60508	Q13242
P23634	Q13237
P20333	Q15758
P04222	P21266
Q8IXK0	Q9Y4W6
O43353	P54652
Q71U36	Q96L34
P43403	Q15464
Q96PV6	Q9Y3Y4
P78362	Q15287
P04637	Q07820
O75364	P20160
P04350	Q14204
P02786	Q14164
P45985	Q155Q3
P51116	Q9HAF1
P06241	P29074
P09668	P55957
Q9BXW9	Q9NVI1
P26442	P61088
O15516	P68431
P02647	Q92484
P04406	Q16363
P16104	Q5MIZ7
O95049	P57739
P51654	Q9GZT5
P50914	Q13233
P40225	Q99665
P78347	Q99459
P10600	P27540
P07333	P21781
P04049	Q13315
Q13769	Q6I9Y2
Q13573	Q9BPX3
Q06587	Q9HC52
Q03113	Q9H228
O00327	Q8IUM7
P15336	Q16520
Q96D09	Q9P2H0
P54253	Q9H0E2
O00273	Q9Y4E8
P35268	P49207
P07766	P19338
P31151	Q9P286
P38159	P62995
P39023	Q9H8Y8
O75581	Q9ULV1
P49207	P62906
P06899	Q15291
P63261	Q9UPY6
P15880	P62081
P10721	P48736
P20226	P21675
P31751	P36873
P62070	Q96IZ0
P46782	P62266
O95433	Q9UBM4
P48382	Q92769
Q96JG8	Q9BZY9
P32248	P48061
Q14123	Q8TD86
P06241	Q9Y5Y3
O15264	P19838
O14744	P0C0S5
P40145	Q16566
P05387	Q00005
P63279	Q99607
P25786	Q9Y5K5
Q13315	Q969G3
P04626	P16070
P60709	Q15717
P06493	Q5MJ68
O00574	P63096
P14616	P62993
P61006	Q86TI0
P62273	P62854
P55210	Q9BQQ3
P27482	Q96DU7
P25116	P63092
P63165	Q9H5H4
Q96IF1	Q9Y4K3
O43765	P0CG04
